,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
1607,Open Your Eyes,Horror-Mystery-Thriller,en,Matchbox Pictures,0,0,99,Released,2021,Unable to cope with recent events screenwriter Jason Miller dives relentlessly into his newest screenplay in an attempt to avoid dealing with a traumatic experience. Holed up in his apartment his mental state teetering on the edge he meets Lisa; his beautiful neighbor from down the hall and a relationship begins to develop. Jason burns the midnight oil to finish his script he becomes more and more intrigued by her as strange and mysterious things begin to happen in the building causing him to question everything. With Jason's mind unraveling his life spinning out of control we soon realize that things aren't always as they seem as he struggles to hang onto the one thing he wants most. - hope.,1,,
1612,The Book of Vision,Drama-History,en,RAI-Entre Chien et Loup-Citrullo International-Luminous Arts Productions,0,0,100,Released,2021,Eva a mysterious doctor searches for an answer to her urgent dilemma as she unravels Dr. Anmuth's Book of Vision. Henry gets involved in her life and is forced to confront his own nature as Eva faces the biggest decision of her life.,1,,
1613,A Christmas Treasure,TV Movie-Comedy-Romance,en,Stephanie Germain Productions-Christmas Treasure Road Productions,0,0,84,Released,2021,After opening a 100-year-old time capsule and finding her grandfather’s old journal Lou questions whether she should move to New York after Christmas to further her writing career or stay in Pine Grove to carry on her family’s local newspaper. Charming chef Kyle is also at a crossroads visiting Pine Grove for the holidays.,1,,
1615,"If I Can't Have Love, I Want Power",Music-Fantasy,en,IMAX,0,0,53,Released,2021,Featuring music from her fourth studio album produced by Trent Reznor and Atticus Ross this evocative film experience stars Halsey as the young and pregnant Queen Lila who wrestles with the manipulative chokehold of love.,1,,
1619,Fisher,Horror-Mystery-Thriller-Drama-Crime,en,Maelstrom Films-Cassie B Productions,0,0,125,Released,2021,"In the small town of Eden Tennessee a neglected and naive teenage girl named Clara Banks has made a habit of deceiving people online for gifts a gambit known as ""catfishing."" She thinks it's all fun and games until she hooks the attention of the wrong person. A short time later events set into motion spiral out of control as someone begins stalking Clara and her friends. As the consequences of her actions return to haunt her twisted messages start showing up at Clara's home causing her to fear for her life. Will she ever feel safe again now that the evil has come knocking?",1,,44
1621,Morbid Colors,Horror,en,Cinephreak Pictures-Ten Fourteen Eighty-Six-Damn Fine Productions-Broken Shadow Entertainment,0,0,105,Released,2021,After returning home from her most recent runaway trip Myca isn't quite the same. The brash rock n' roll drummer's strange behavior is most evident to her foster sister and bandmate Devin. Following a horrific episode at one of the sisters' concerts Devin discovers the source behind Myca's new demeanor: an insatiable thirst for human blood.,1,,
1624,My Father's Other Family,Thriller-Drama,en,Reel One Entertainment-Champlain Media-CME Summer Productions,0,0,87,Released,2021,Shelby is devastated after her father's death. Curious about her family connections she decides to look up the DNA-based family tree and is surprised to find out that her father had another daughter. She goes on a mission to find her sibling and meets Rose her half-sister. But as the initial euphoria dies down and the question of who gets her father's inheritance crops up things begin to change.,1,,
1625,The Surrogate,Drama,en,Tandem Pictures-Resonant Pictures,0,0,93,Released,2021,Jess is thrilled to be the surrogate for her best friend and his husband but when a prenatal test comes back it creates a moral dilemma that threatens their friendship.,1,,
1626,The Copper Queen,Horror-Music-History-Drama-Romance-Western,en,Manley Films & Media,0,0,113,Released,2021,Still healing from her grandmother’s death Addison Moore finds herself checking into The Copper Queen Hotel in Bisbee Arizona. Aware of the ghost stories and hauntings Addison fearlessly elects to stay in Room 315 the location of the heartbroken Julia Lowell’s death a century ago.,1,,
1635,Deck the Heart,Romance,en,Gemelli Films,0,0,109,Released,2021,When a workaholic EVP inherits a manor and is expected to host a Christmas dinner for his family he resorts to hiring an event planner as he has no time or Christmas spirit. With her help he will learn to love Christmas again.,1,,
1638,Switched Before Birth,TV Movie-Drama,en,Lifetime-Dimension Films,0,0,84,Released,2021,Switched Before Birth follows Olivia Crawford and her husband Brian who after multiple miscarriages numerous failed IVF trials and stretching themselves to the limit financially finally receive the joyous news that she’s pregnant with twins. While going through her latest round of IVF Oliva meets and becomes fast friends with Anna Ramirez who is struggling to have a child after years of focusing on her successful restaurants. When Anna becomes pregnant as well the ladies celebrate and begin to prepare for their babies. Olivia is also there for Anna when she suffers a devastating miscarriage and struggles to move forward while her marriage to restaurateur Gabe Ramirez crumbles. When Olivia and Brian finally welcome their twins Olivia’s life feels complete but the happy couple’s world is turned upside down when they discover that not only are the babies not twins but one of the babies is also biologically Anna and Gabe’s that was implanted into Olivia by mistake.,1,,
1639,Don't Go Breaking My Heart,TV Movie-Comedy-Romance,en,Lighthouse Pictures,0,0,84,Released,2021,Miranda runs a boot camp for the recently broken hearted. She begins to form a connection with new client Ben who is also a reporter investigating whether her boot camp is a fad or a phenomenon.,1,,
1641,Christmas in Tahoe,TV Movie-Romance-Drama-Comedy,en,Two 4 The Money Media-Christmas Lake Productions,0,0,84,Released,2021,To save her family hotel's Christmas show talent booker Claire must ask for help from her ex-boyfriend Ryan the lead guitarist of a now-famous band that fired her as their manager years ago.,1,,
1645,Love at Sky Gardens,TV Movie-Comedy-Romance,en,MarVista Entertainment-Neshama Entertainment,0,0,84,Released,2021,When Deirdre accidentally spills coffee on regular customer and event planner Deirdre offers to help him get back on track by lending her rooftop garden design services for his boss's next big event.,1,,
1646,Annie Live!,Comedy-Family-Music-TV Movie,en,Zadan/Meron-Chloe Productions-Sony Pictures Television Studios-Universal Television,0,0,127,Released,2021,"Annie the beloved seven-time Tony Award-winning Broadway sensation comes to life like never before in a live musical event starring Harry Connick Jr. Nicole Scherzinger Tituss Burgess Megan Hilty and Taraji P. Henson with newcomer Celina Smith in the title role of Annie. The iconic musical follows smart and spirited little orphan Annie whose whole life changes when larger-than-life billionaire Daddy Warbucks takes her away from an orphanage run by the mean Miss Hannigan. One of Broadway's all-time biggest hits the stage production features such popular songs as ""Tomorrow"" and ""It's the Hard Knock Life"" which are adored by generations of audiences around the world.",1,,
1648,Unfollower,Thriller,en,Loco Productions,0,0,90,Released,2021,When a self-conscious fitness instructor named Jo becomes the victim of cyber-stalking that turns physical she must use her fitness skill and growing fight instinct to stay alive.,1,,
1652,Killer Cover Up,Thriller-TV Movie,en,Reel One Entertainment-Sunshine Films,0,0,88,Released,2021,All-star soccer player Jenna Sims and her mom Sally are ready for a new start when they move to a new sunny beach town. Jenna joins her new school’s soccer team in the hopes of making new friends and keeping her college scholarship but things soon turn dangerous when she is framed for murder after discovering the cover-up of a player’s death. Can she find who the real culprit is before the real murderer gets to her?,1,,
1653,Bottom Feeders,Comedy,en,Loose Screw Productions-ROC Vox Recording & Production,0,0,99,Released,2021,When given an ultimatum by his girlfriend an underachieving college student must choose between her his chauvinist friend and his self-respect while an eccentric Sociology Professor puts them all to the test.,1,,
1654,Downeast,Drama-Crime-Thriller,en,APS Films,0,0,88,Released,2021,Dives into the often ignored seedy underbelly of Maine and it follows Emma Maddox as she returns to her hometown years following the mysterious death of her brother Mikey. As she reconnects with his best friend Tommy the two rekindle their flame and Emma begins to uncover the web of lies the town has been keeping.,1,100,
1657,Love on the Road,TV Movie-Comedy-Romance-Family,en,Champlain Media-CMW Spring Productions,0,0,85,Released,2021,When restaurant makeover show host Abby gets a new assignment to turn a rustic small-town diner into a place on the culinary map she knows she’s way out of her element. But as Abby and diner owner Tom spend time together in and out of the kitchen Abby discovers the joy of good comfort food a place she just might call home and a thing she just might call love.,1,,
1658,A Predator Returns,Drama-Crime-Thriller-TV Movie,en,Johnson Production Group-Synthetic Cinema International,0,0,89,Released,2021,Killer and shark-obsessive Bruce Kane is in hiding masquerading as a shark researcher in the isolated lighthouse where high school student Courtney and her friends have decided to go swimming. After a fling Courtney can’t shake Bruce from her life and has to take matters into her own hands when his obsession turns deadly.,1,,
1659,Time Now,Thriller,en,Disarming Films,0,0,90,Released,2021,A young mother returns to her estranged hometown of Detroit after the sudden death of her twin brother and immerses herself in his friend group soon discovering that his death is not what it seems.,1,71,40
1663,Deadly Mom Retreat,Thriller-Drama-TV Movie,en,MarVista Entertainment-Neshama Entertainment-Deadly Mom Pictures,0,0,90,Released,2021,A woman tries to move on past her divorce she goes to a singles retreat but begins to see that things aren't what they seem.,1,,
1666,"Me, Myself & Di",Comedy-Romance,en,Kaleidoscope Entertainment-Three Wise Monkeys Productions-Samantha Lloyd Productions,0,0,93,Released,2021,After winning the 'trip of a lifetime' to a caravan park in Rhyl North Wales unlucky in love Northener Janet is ready for a holiday romance. Unfortunately taking the advice of her best friend Diana - that she should pretend to be the opposite of who she actually is in order to find love - doesn't quite lead to the happily ever after that Janet was hoping for.,1,,
1668,"Lights, Camera, Romance",Comedy-Romance-TV Movie,en,Candlelight Media Group-Silver Peak Productions-SunWorld Pictures,0,0,90,Released,2021,Actress Emma Hutton is determined to help find her friend Hope a perfect match but in doing so she accidentally tramples on several hearts. When Emma realizes she herself has always loved her good friend Gray Emma learns love works best when she doesn't meddle with it.,1,,
1675,Bigfoot Famous,Comedy-Adventure,en,Gravitas Ventures,0,0,89,Released,2021,When a viral video of Bigfoot emerges a once popular influencer goes on a mission to film a vlog with Bigfoot and regain her fame.,1,67,60
1676,Mommy's Deadly Con Artist,Thriller-TV Movie,en,Hybrid,0,0,84,Released,2021,"After Denise loses her husband she is determined to find who did it which leads her to tracking down Stephanie and her ""mother.""",1,,
1679,Redemption in Cherry Springs,TV Movie-Drama-Mystery,en,Choice Films-Hallmark Media,0,0,84,Released,2021,After fallout from a story reporter Melanie goes home to Cherry Springs for a break. When a friend disappears she uses her skills to get to the truth to the local detective's dismay.,1,,
1682,Win a Trip to Browntown!,Comedy,en,Tramo Productions,0,0,94,Released,2021,Frank Tsigas is a middle-aged family man who can only see his life's shortcomings. To distract him his soft-spoken wife Laura offers a unique anniversary gift: she bets her ass that he can't lose 50 pounds in three months...literally.,1,,
1683,Fanny Lye Deliver'd,Drama-History-Thriller,en,Head Gear Films-Essential Filmproduktion-Kreo Films FZ-Pull Back Camera,0,0,110,Released,2021,On an isolated English farm in 1657 Fanny lives a quiet life with her oppressive husband John and their young son. One day their life is rocked with the arrival of young couple Thomas and Rebecca who claim to have been robbed and need a place to stay. But are these strangers really who they say they are?,1,,
1686,Another Girl,Drama-Mystery,en,Kandoo Films,0,0,95,Released,2021,Elle Overton a college student becomes obsessed with Katie Kampenfelt the mysterious heroine of a novel she's just finished reading. When Elle battling depression becomes convinced that Katie is actually a flesh-and-blood human being it sets her on a reckless and terrifying course. An exploration of the potentially dangerous allure of the Internet the film picks up where its predecessor the cult hit Ask Me Anything left off.,1,,
1689,Youngstown,Comedy,en,Spartan Media Acquisitions,0,0,78,Released,2021,A witness protection comedy about a terrible liar and the harmless grifter she befriends on the way to her hometown’s annual fair.,1,,
1690,Hot Mess Holiday,Comedy,en,MTV Entertainment Studios-Gunpowder & Sky,0,0,71,Released,2021,A jilted woman and her friends end up with a 35-carat blood diamond during Diwali but when it goes missing they must find it before they get their eyes scooped out by a homicidal maniac.,1,,
1693,Lady Usher,Horror-Thriller,en,Indican Pictures,0,0,100,Released,2021,An updated re-telling based in the Gothic South with the Usher Family led by Mother. The family has been cursed by madness unrequited love and when Roderick comes home with his girlfriend Morgan it spells the beginning of the end as her sister Madeline will stop at nothing to prevent their marriage as Morgan fights to take Roderick away from the madness that is the House of Usher.,1,,
1694,On the Other Foot,Comedy-Fantasy,en,High Fliers Films-Are We Dead Yet Ltd,0,0,94,Released,2021,Billy Pitcher is racist. His daughter dates a black man and convinces him to attend an African church to embrace her partner's culture. He miraculously wakes up the next morning in a black person's body.,1,,
1704,Saving My Daughter,TV Movie-Thriller-Crime-Drama,en,Lifetime-Feifer Worldwide,0,0,85,Released,2021,Fifteen years ago Joanna Kennedy’s life was turned upside down when her three-year-old daughter Chloe went missing for six months before being returned. Joanna finds herself searching again for answers and determined to find out if her daughter left of her own volition or has she been kidnapped yet again and if so is it at the hands of the woman who abducted her all those years before or someone else…and why?,1,,
1705,Beverly Hills Wedding,Romance-TV Movie,en,Front Street Pictures-Hallmark Media-Rodeo Road Productions,0,0,84,Released,2021,A woman wins her sister a Beverly Hills wedding and gets a surprise of her own.,1,,
1710,Haymaker,Drama-Romance,en,Hood River Entertainment,0,0,83,Released,2021,Haymaker follows a retired Muay Thai fighter working as a bouncer who rescues an alluring transgender performer from a nefarious thug eventually becoming her bodyguard protector and confidant. The relationship leads Sasso's character to make an unexpected return to fighting risking not only his relationship but his life. Its a story about human dignity and love.,1,38,44
1711,Christmas in My Heart,TV Movie-Drama-Romance,en,MarVista Entertainment-LSFN Productions,0,0,84,Released,2021,With Christmas fast approaching concert violinist Beth returns to her hometown after the recent death of her mother the elementary school’s beloved music department head.,1,,
1714,Doomsday Mom,TV Movie-Crime-Drama,en,Lighthouse Pictures-EveryWhere Studios,0,0,84,Released,2021,Lori Vallow gained national attention when her children JJ and Tylee were reported missing from their Idaho home.,1,,
1717,You Might Get Lost,Horror-Drama-Science Fiction,en,Amber Pictures,0,0,90,Released,2021,After the tragic death of her son Arlene loses everything her husband her home and she starts to lose her mind. When the mysterious Endeavour Institute offers her a chance to travel back and change things she eagerly accepts and begins her journey to the past. Plagued by the memories of her alternate reality Arlene must separate the real from the false without upsetting the delicate balance. She is unprepared for the terrible price she must pay for saving her son.,1,,
1718,Christmas Lovers Anonymous,TV Movie-Comedy-Romance,en,Sappy Films-Nicely Entertainment,0,0,90,Released,2021,"A best-selling author hides her love for Christmas after an ugly break up finding love again when she joins a website for people who are crazy about Christmas: ""Christmas Lovers Anonymous"".",1,,
1720,It Takes Three,Romance-Comedy,en,Gunpowder & Sky,0,0,90,Released,2021,When Chris the coolest guy in school discovers that Roxy sees through his popularity and good looks he enlists Cy to reverse catfish her-letting him take over his social media accounts to add substance to his style.,1,,
1722,Test Pattern,Drama,en,It Was Written Productions-120E Films,0,0,83,Released,2021,A relationship is put to the test after the girlfriend is sexually assaulted and the boyfriend drives her from hospital to hospital in search of a rape kit.,1,96,51
1726,Sweet Pecan Summer,TV Movie-Comedy-Romance-Family,en,Team 2 Entertainment-3486,0,0,84,Released,2021,Amanda must work with her ex-boyfriend J.P. to sell her favorite aunt’s pecan farm. Putting aside their differences old feelings start to rekindle and they question their life paths.,1,,
1729,Deceitful Dating,Drama-TV Movie,en,Reel One Entertainment-Lifetime Television,0,0,88,Released,2021,John Logan a widower and father of two daughters is struggling to balance his job and parenting. Luckily he has the help of Jillian his wife’s best friend. When an attractive woman moves in across the street John finds himself enjoying her company. Alice the new neighbor starts spending time at the Logan house even helping John with the girls. This new woman in John’s life is a bit mysterious and she starts getting caught in some lies raising the suspicion of Jillian and John’s older daughter Chelsea. When Alice’s ex-husband is found dead everyone starts to wonder if Alice is as sweet as she seems,1,,
1730,"Love, Bubbles & Crystal Cove",TV Movie-Comedy-Romance-Drama,en,Reel One Entertainment-eOne Films-eOne Entertainment-Cinema Tone,0,0,85,Released,2021,Skye is preparing for another great year of her business ‘Lather and Luxury’ she sells colorful and fragrant bath products face masks you name it! When her childhood sweetheart Gavin arrives in town to help improve her business model she initially refuses,1,,
1732,Golden Arm,Comedy,en,The Ranch Productions-Utopia,0,0,90,Released,2021,A tough lady trucker trains her girly best friend to compete in the National Ladies Arm Wrestling Championship.,1,100,82
1733,Show Me What You Got,Drama-Romance,en,Double Take Pictures-Blitz Films-Purple Road Pictures-Pharos Film Company-StoryBoard Media,0,0,96,Released,2021,Follows three young millennials as they form a wholehearted ménage à trois each of them going through a moment of transition: Fun-loving Marcello from under the thumb of his Italian soap star father soulful French-Iranian actor Nassim toward a more fulfilling career and artist Christine through the grief following the death of her grandfather. The trio finds joy together by joining political protests making art and falling deeper into their unconventional love until Marcello must return to Italy.,1,80,
1734,Maps and Mistletoe,TV Movie-Comedy-Romance,en,Johnson Production Group,0,0,85,Released,2021,Emilia Martin a cartographer of school maps has plans for a cozy Christmas at home until her boss has a last-minute project for her designing a novelty treasure map of the North Pole. Emilia decides to seek out the expertise of North Pole explorer Drew Campbell who reluctantly agrees to help her. As the two work closely they discover more than either of them ever expected.,1,,
1735,Love Stories in Sunflower Valley,TV Movie-Comedy-Romance,en,Reel One Entertainment-CMW Spring Productions,0,0,85,Released,2021,Kate Francis has been a loyal assistant at a Seattle newspaper for the past five years. When one of her story ideas finally gets accepted the assignment takes her back to her charming hometown of Sunflower Valley.,1,,
1738,Ebony Hustle,Crime-Thriller,en,Maverick Entertainment Group-Londyn Town Pictures,0,0,95,Released,2021,Ex-stripper turned private investigator Ebony takes on her most dangerous case yet.,1,,
1740,The Serpent,Action,en,Serpent Productions,0,0,90,Released,2021,Top special agent Lucinda Kavsky works for a secret part of the CIA. She's given a special assignment but then set up by her own agency.,1,,
1745,Hostage House,Thriller-TV Movie,en,MarVista Entertainment,0,0,90,Released,2021,A realtor and her daughter are taken hostage by armed robbers.,1,,33
1752,Tyger Tyger,Drama,en,Uninflected Pictures,0,0,92,Released,2021,A woman and her group of selfless thieves rob a pharmacy and hit the road to distribute medication but find themselves trapped in the fringe lands of a law-less psychedelic city.,1,10,96
1754,Sinister Sorority,Thriller,en,MarVista Entertainment-Dawn's Light,0,0,90,Released,2021,A new sorority member's obsessive behavior puts one of her sisters in grave danger.,1,,
1755,Toying with the Holidays,TV Movie-Comedy-Romance,en,Hideaway Pictures-Brad Krevoy Television-All Canadian Entertainment-HP Tracks Productions,0,0,84,Released,2021,Kevin a model train enthusiast reconnects with a former classmate Danielle who is home for the holidays with her young son and try to get their town's old North Pole Express train line running.,1,,
1759,A Love to Remember,TV Movie-Romance,en,Reel One Entertainment-CMW Winter Productions,0,0,85,Released,2021,After a year of interacting exclusively online Tenley an eco-conscious horticulturist finally works up the courage to meet her online crush Jared. When Jared doesn’t show because of a bike accident Tenley gets mistaken for his wife at the hospital. Soon she’s forced to keep the lie up with Jared’s entire family and his annoyingly charming best friend Everett in order to save Jared’s company… You’ve Got Mail meets While You Were Sleeping!,1,,
1760,The Secrets She Keeps,TV Movie-Crime-Thriller,en,Reel One Entertainment-Sunshine Films,0,0,85,Released,2021,Pretending to be 18 instead of 16 Amara uses a dating app to find boyfriend Shane though her mom Diane disapproves. Soon Diane and Amara are being stalked and harassed. When Diane digs a little deeper into Shane’s past she discovers that he’s every mother’s nightmare.,1,,
1764,My Husband's Deadly Past,Thriller-TV Movie,en,Johnson Production Group,0,0,85,Released,2021,A woman haunted by visions that suggest she killed a missing co-ed discovers that her psychiatrist husband has manipulated her memory to hide his own role in the murder.,1,,
1765,Monuments,Comedy-Drama,en,Black Apple Media-ZAXIE,0,0,94,Released,2021,A young widower sidesteps grief loss and familial dysfunction when he steals his wife's ashes and sets off on an impulsive odyssey through America's heartland to find something he'd lost long before her death.,1,80,98
1766,You Had Me at Aloha,TV Movie-Comedy-Romance,en,Island Film Group,0,0,84,Released,2021,When the host of a popular travel show resigns the network enlists Paige to step in for the next season set in Hawaii. Unbeknownst to her they have also hired Ben who likes to push everything to the extreme. As these two new co-hosts clash over their opposing ideas for production they grapple with the fact that not only do they need each other to further their careers but they also balance each other on and off the screen.,1,,
1767,American Gangster Presents: Big Fifty - The Delhronda Hood Story,Drama-Crime,en,Octet Productions,0,0,95,Released,2021,"Delrhonda ""Big Fifty Hood ends up running her own drug empire becoming one of Detroit's wealthiest and notorious women in the process. With her success she discovers that money doesn't fix all of her problems and she can only depend on herself if she wants to stay one step ahead of the law and stay alive.",1,,
1777,The Vows We Keep,TV Movie-Drama-Romance,en,MarVista Entertainment-Two 4 The Money Media-Willows Resort Productions,0,0,84,Released,2021,An event planner must organize the perfect wedding for her sister in less than a month when she finds out that the Rosewood a historic inn and beloved wedding venue is being sold.,1,,
1778,Secrets of an Escort,Drama-Thriller-TV Movie,en,MarVista Entertainment-The Ninth House,0,0,84,Released,2021,Having an alter ego becomes a deadly game when a single mother who works at a hotel during the day and as a high-end escort at night discovers her daughter is missing. Unsure who from her various lives would take her child she takes matters into her own hands to repair all the damage she and her alter ego have caused before it’s too late,1,,
1779,Echoes of Violence,Crime-Thriller,en,Phoenix Down Films,0,0,106,Released,2021,An immigrant travels from Sedona to Los Angeles to seek revenge against the immigration lawyer who ruined her life.,1,100,78
1784,Just What the Doctor Ordered,TV Movie-Thriller,en,Johnson Production Group-Juniper Lane Productions-A&E Television Networks,0,0,85,Released,2021,Having escaped from the psychiatric prison Dr. Albert Beck (Eric Roberts) hides out in an empty house–until its new owners unexpectedly arrive to move in! Forced into the attic to evade the recently widowed mother Beck watches from above–undeniably attracted to her 18-year-old daughter.,1,,
1785,Much Ado About Christmas,TV Movie-Comedy-Romance,en,Motion Picture Corporation of America-Brad Krevoy Television-All Canadian Entertainment,0,0,85,Released,2021,Haley is a wealthy heiress known for her acts of kindness. Haley meets hopeless romantic Claud and she keeps her wealthy family a secret. When Claud pitches an ad campaign to Haley's mom and Haley's secrets are revealed things get...complicated.,1,,
1786,H Is for Happiness,Family,en,Screen Australia-ScreenWest-Film Victoria-Cyan Films-MIFF Premiere Fund,0,0,96,Released,2021,A twelve year old girl with boundless optimism and a unique view of the world is inspired by the strange new boy at school and sets out to mend her broken family - whatever it takes.,1,79,86
1796,Eight Gifts of Hanukkah,TV Movie-Comedy-Romance,en,Front Street Pictures-Eight Road Productions-Just To Be Clear Productions,0,0,84,Released,2021,An anonymous suitor sends optometrist Sara a gift for each night of Hanukkah. On her journey to find her secret admirer she learns her one true love might be someone she never expected.,1,,
1797,Welcome to the Christmas Family Reunion,TV Movie-Romance,en,The Ninth House-Nicely Entertainment,0,0,85,Released,2021,Event planner Amy helps rising singer Tiffanie Christmas plan her holiday family reunion. Along the way Amy must navigate some challenging family dynamics especially among Tiffanie's aunts as well as her own growing feelings for Tiffanie's cousin Calvin. Will she be able to pull off an amazing Christmas family reunion?,1,,
1799,A Chance for Christmas,TV Movie-Romance-Fantasy-Comedy,en,MarVista Entertainment-Neshama Entertainment-Tubi TV-1Department Entertainment Services,0,0,86,Released,2021,Social media influencer Christina Chance promotes the perfect family image. This year she has the chance to become the face of lifestyle brand Love Handles on the condition that her Christmas Eve special delivers at least two million engagements. Seems easy enough except Christina’s family is far from perfect. When her Love Handles account manager Devon shows up and discovers Christina’s life is all smoke and mirrors he helps Christina keep up her ruse. With a Christmas wish Christina and Devon are given the chance to relive the day until Christina can get the views she needs to win the endorsement. As Christina and Devon work together sparks fly and they learn the power of family is far more important than views.,1,,
1804,A Perfect Match,Romance-TV Movie,en,Vortex Productions,0,0,84,Released,2021,"When Zoe Williams has to prove to a big investor that her company's new dating app works she tests it on herself and soon ends up on a date with her complete opposite Oliver Beckett an easygoing spontaneous artist. Huh. Not exactly Zoe's type. Even though it's clear the pair have chemistry Zoe's worried- could something be wrong with DigiLove's algorithm? Or is it true when people say ""opposites attract""?",1,,
1805,Love is Love is Love,Comedy-Romance-Drama,en,American Zoetrope,0,0,91,Released,2021,"Three sto­ries that explore love com­mit­ment and loy­al­ty between cou­ples and friends. ""Two for Din­ner"" where a mar­ried cou­ple tem­porar­i­ly liv­ing in two dif­fer­ent loca­tions are more sep­a­rat­ed than they think. ""Sail­ing Les­son"" about a long-mar­ried cou­ple who spend a day on a sail­boat rekin­dling their romance… and unex­pect­ed events arise. ""Late Lunch"" where a young woman who recent­ly lost her moth­er gath­ers togeth­er a group of her moth­er’s friends to share mem­o­ries with sur­pris­ing rev­e­la­tions.",1,18,20
1806,Don't Read This on a Plane,Comedy-Drama,en,McBrat Motion Pictures-Amazing Visuals,0,0,88,Released,2021,As novelist Jovana Fey attempts to check into the first hotel of her 3-week European book tour she learns that her publisher has gone bankrupt. Penniless and stranded she decides to continue the tour regardless.,1,,
1808,Dying To Marry Him,Thriller-TV Movie,en,Creative Arts Television,0,0,88,Released,2021,No longer recognizable Amy returns to her hometown and becomes the wedding planner for her first love with her mind set on getting him back no matter what the cost.,1,,
1816,Twisted Little Lies,TV Movie-Thriller-Drama,en,Thriller Films-Bossa Nova Productions,0,0,84,Released,2021,Upon discovering her boyfriend's infidelity Brianna turns to the internet where she meets an intriguing man named William. When she learns his true identity she rejects him but he refuses to let her go.,1,,
1817,Deadly Radio Romance,Thriller-TV Movie,en,MarVista Entertainment-Dawn's Light-BondIt Media Capital,0,0,86,Released,2021,A radio DJ begins questioning her ex's intentions when he suddenly re-enters her life just as a mysterious stalker begins targeting her at her radio show.,1,,
1821,Lethal Love Letter,Thriller-TV Movie,en,MarVista Entertainment-The Ninth House,0,0,92,Released,2021,As Amelia dives back into her intense relationship with Mark and leaves Becca to her own devices at work suspicious activities and online threats make Amelia question whether the people closest to her have her best interests at heart.,1,,
1822,Kirk Franklin's A Gospel Christmas,TV Movie-Drama-Romance,en,Big Dreams Entertainment-Swirl Films,0,0,85,Released,2021,When Olivia a young assistant pastor gets assigned to be a lead pastor at a new church a month before Christmas she's fearful she can't manage the transition including getting the choir ready to open the town's annual Winter Jamboree. Banding together with her new congregation Olivia discovers a new home for herself and even finds a little Christmas romance along the way!,1,,
1828,Maya the Bee: The Golden Orb,Adventure-Animation-Family,en,Flying Bark Productions-Studio 100 Media-Studio B Animation,0,0,88,Released,2021,When Maya a headstrong little bee and her best friend Willi rescue an ant princess they find themselves in the middle of an epic bug battle that will take them to strange new worlds and test their friendship to its limits.,1,,
1839,Christmas ...Again?!,Family-Comedy-Fantasy-TV Movie,en,Oops Doughnuts Productions-GWave Productions,0,0,94,Released,2021,"Rowena ""Ro"" is a high-spirited 11-year-old hoping to add more spunk to her Christmas celebrations when her parents’ divorce is going anything but smoothly.",1,,
1859,Daisy Quokka: World’s Scariest Animal,Animation-Comedy-Family,en,Like A Photon Creative-Universal Pictures (Australasia) Pty Ltd-Particular Crowd-Odin's Eye Animation-Pony Up Picture Studios,0,0,88,Released,2021,When an unbearably adorable eternally optimistic Quokka named Daisy wants to achieve the impossible – to win the annual ‘World’s Scariest Animal’ championship she enlists the guidance of a washed-up former champion a grouchy Saltwater Crocodile to help her achieve her dreams and prove that champions can come in all sizes.,1,,
1864,I Care a Lot,Comedy-Crime-Thriller-Drama,en,Black Bear Pictures-STX Entertainment-Crimple Beck,0,0,119,Released,2021,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,1,78,34
1884,Sugar Daddy,Drama,en,Clique Pictures-Floyder Films-Violator Films,0,0,100,Released,2021,When a struggling musician can't afford her rent she signs up for a website where rich older men pay to date younger women. Her new money-making venture sends her down a dark rabbit hole that forces her to grow up fast shaping her music and how she sees the world.,1,,
1887,Single Mother by Choice,Comedy-Drama,en,Two Hands Productions,0,0,82,Released,2021,Tracking a real-life pregnancy this fictional film tells the story of a Latinx workaholic who’s determined to have a baby on her own terms and gets more than she bargained for when she gets pregnant in the year 2020.,1,85,98
1888,The Unforgivable,Drama-Crime,en,GK Films-Fortis Films-Red Production Company-Construction Film,0,0,112,Released,2021,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,1,38,75
1889,The Tender Bar,Drama,en,Smoke House Pictures-Amazon Studios-Grand Illusion Films,0,0,104,Released,2021,J.R. is a fatherless boy growing up in the glow of a bar where the bartender his Uncle Charlie is the sharpest and most colorful of an assortment of quirky and demonstrative father figures. As the boy’s determined mother struggles to provide her son with opportunities denied to her — and leave the dilapidated home of her outrageous if begrudgingly supportive father — J.R. begins to gamely if not always gracefully pursue his romantic and professional dreams with one foot persistently placed in Uncle Charlie’s bar.,1,51,68
1890,Crisis,Thriller-Crime-Drama,en,Green Room Films-Burn Later Productions-Tuesday Films-Construction Film-Bideford Productions-Matisse Pictures-Les Productions LOD-Paradise City Films,0,0,118,Released,2021,"Three stories about the world of opioids collide: a drug trafficker arranges a multi-cartel Fentanyl smuggling operation between Canada and the U.S. an architect recovering from an OxyContin addiction tracks down the truth behind her son's involvement with narcotics and a university professor battles unexpected revelations about his research employer a drug company with deep government influence bringing a new ""non-addictive"" painkiller to market.",1,,
