,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
6191,Juanita,Drama,en,Homegrown Pictures,0,0,90,Released,2019,Fed up with her deadbeat grown kids and marginal urban existence Juanita takes a Greyhound bus to Paper Moon Montana - where she reinvents herself and finds her mojo.,1,82,64
6193,Cynthia Erivo in Concert,Music,en,Thirteen,0,0,60,Released,2019,Enjoy a soulful evening of song from one of Broadway’s brightest stars. Seamlessly making the transition from the stage to the big screen British-born Cynthia Erivo won the Tony Award for Best Actress in a Musical for her performance in The Color Purple before starring in several films including Steve McQueen’s Widows.,1,,
6196,A Sweet Christmas Romance,Romance-TV Movie,en,Front Street Pictures-Stephanie Germain Productions,0,0,90,Released,2019,When food stylist Holly returns home for Christmas she learns that the elderly owner of her favorite childhood bakery is retiring and has started a contest to give the bakery away to whoever can recreate her famous 12 Days of Christmas recipes. When a local baker also enters the contest the two adversaries end up cooking up something special together for the holidays.,1,,50
6198,Camp Wedding,Comedy-Horror-Mystery,en,MINORapocalypse,0,0,90,Released,2019,Back in the 80s Camp Pocumtuck was one of the strictest and most-religious summer camps ever known. It was forced to shut its doors when a young girl was struck by lightning. Before that it was the site of a Native American massacre. And before that several women were burned at the stake for being witches. Nowadays Mia’s friends are not too keen on transforming this dilapidated summer camp into the wedding venue of her dreams. Mia’s wound a bit too tight and somewhat of a control freak. Her gay BFF has the hots for all the groomsmen and her maid of honor just wants good cellphone reception. Even worse she accidentally sent an email invite to her annoying high school friend whom she hasn’t seen in years. But nothing will stop Mia from having a perfect wedding not even when people begin disappearing in the night and especially not when a spirit-possessed Teddy Ruxpin starts telling her to hide the bodies.,1,71,60
6200,4th Republic,Drama-Crime,en,FilmOne,0,0,120,Released,2019,After the gruesome murder of her campaign manager Sikiru gubernatorial aspirant Mabel King challenges the victory of the incumbent Idris Sani for her mandate. While governor Sani’s associate St. Jamesand Ike’s Law School rival Danladi attempt to subvert the course of justice by eliminating witnesses King is supported by her loyal aide Ike and Sikiru’s daughter Bukky.,1,,
6203,Deadly Influencer,Thriller-Crime-TV Movie,en,Reel One Entertainment-N.B Thrilling Films 8,0,0,85,Released,2019,A young woman commits murder to keep her classmates' social media careers under her thumb. After killing a popular friend she turns her sights on a new girl but the girl's mother suspects the truth and will fight to protect her daughter.,1,,
6207,All About Eva,Drama-Thriller,en,Frame It Films,0,0,85,Released,2019,Eva a resilient and alluring young woman jockey infiltrates the stables of Pope Healy a wealthy racing magnate. Determined to get revenge on behalf of her late father her plan is thrown into chaos when she falls for Pope's wayward son. Is Eva ruthless enough to kill Pope and bring down his empire or will she give up revenge for love?,1,,
6208,"Love, Fall & Order",TV Movie-Romance,en,Hallmark Media,0,0,90,Released,2019,When Claire goes home to save her dad's annual Fall Fest on her family's pumpkin farm sparks fly with an old rival – the opposing lawyer she now faces in court.,1,,
6210,Who Stole My Daughter?,Thriller-TV Movie,en,Formula Features,0,0,91,Released,2019,Five years later a 17-year-old Katie turns up at Janet's doorstep. The overwhelming joy is short lived though as Katie is suffering from severe trauma and unable to account for her absence. What's worse after mysterious strangers begin following them Janet becomes convinced the kidnappers have also returned for Katie.,1,,
6213,Easter Under Wraps,TV Movie-Romance,en,Howard Braunstein Films,0,0,90,Released,2019,Erin Cavendish goes undercover at her family's chocolate plant to see why sales are down when she meets head chocolatier Bryan who has new ideas on how to update the Easter product line.,1,,33
6218,Heaven,Drama-TV Movie,en,Lifetime-Front Street Pictures,0,0,90,Released,2019,Heaven Leigh Casteel gifted and intelligent is the eldest of five dirt-poor children struggling to survive in a mountain shack. As she endures neglect and abuse Heaven discovers a dark secret that changes everything she thought she knew about her family. Then tragedy tears her world apart and she must forge her own way in the cruel unknown world.,1,73,77
6221,The Birdcatcher,Drama-Thriller-War,en,Voltage Pictures-Norsk Filminstitutt-Motion Picture Capital-Garnet Girl-Reliance Entertainment Productions Scandi,0,0,97,Released,2019,Norway 1942 during World War II. After being separated from her family Esther a young Jewish girl from Trondheim arrives at an isolated farm where she must assume a new identity in order to survive the Nazi persecution.,1,17,62
6222,Crossword Mysteries: A Puzzle to Die For,Mystery-TV Movie-Crime,en,Motion Picture Corporation of America-Hideaway Pictures-Brad Krevoy Television-All Canadian Entertainment,0,0,84,Released,2019,A crossword puzzle editor finds her life completely disrupted when several of the clues in her recent puzzles are linked to unsolved crimes and she is pulled into the police investigation.,1,,
6223,A Summer Romance,Romance-TV Movie-Comedy,en,Crown Media Productions,0,0,90,Released,2019,Samantha’s Montana ranch is her family’s legacy so when a developer shows up to buy it Sam isn’t interested. But as he tries to win her trust and her ranch Sam finds he might also be winning her heart.,1,,38
6226,Gone,TV Movie-Thriller-Crime,en,MarVista Entertainment,0,0,88,Released,2019,After suffering torment and abuse at the hands of her abductor Elle is suddenly released on the side of the road with no explanation. Her boyfriend Billy and sister Jen rush to her aid after she's found but the reunion is derailed by detectives who start to find discrepancies within each retelling of the events leading up to Elle's capture. As they continue to hear more of the story suspicion leads them to think that Elle might not be telling the truth and she must work hard to clear her name and identify her attacker.,1,,
6232,Home for Harvest,TV Movie-Romance,en,MarVista Entertainment-Good Soldier Films,0,0,86,Released,2019,A travel writer is surprised to be sent back to the home town she left heartbroken years before. She meets a new man and also her ex.,1,,
6233,2nd Chance for Christmas,Family-TV Movie,en,DeInstitutionalized,0,0,85,Released,2019,In a modern-day adaptation of Charles Dickens' classic A Christmas Carol spoiled pop star Chance Love is forced to confront who she is who she once was and the dismal fate that awaits her after trading love for fame and fortune long ago. These fateful glimpses into her life are guided by modern twists on the spirits of Christmas past present and future. Brian Chance Love's faithful assistant may just be his bosses saving grace.,1,,0
6236,A Feeling of Home,Romance-Comedy-TV Movie,en,Hallmark Media-Just To Be Clear Productions,0,0,90,Released,2019,Web entrepreneur Abby hides her Texas roots to convince a backer she's from New England a task complicated by a trip home and an unexpected reunion with Ryan her high school sweetheart.,1,,
6239,The Ghost in the Darkness,Horror,en,Shady Dawn Pictures,0,0,65,Released,2019,While exploring the deep woods Youtuber Morgan stumbles upon a camera containing footage of a Satanic ritual and possible murder.  When the police dismiss it as a fake she and her friend Amber set out to prove otherwise putting themselves right in harm's way.,1,,
6240,Ghosting: The Spirit of Christmas,Fantasy-TV Movie,en,Is or Isn't Entertainment-Freeform-Midwest Livestock,0,0,87,Released,2019,The quirky and heart-warming story of Jess who goes on the greatest first date of her life but inadvertently ‘ghosts’ Ben when she tragically dies in a car accident on the way home. Stuck on Earth with no idea how to ascend Jess will need the help of her best friend Kara the only person who can still see and hear her.,1,,
6243,A Merry Christmas Match,Drama-TV Movie-Romance,en,Gaumont-Gaumont International Television-The Ninth House-Nicely Entertainment,0,0,81,Released,2019,Corey Calvin lives in a ski village where she works at her late father's local antique shop having sidelined her her big city dreams of becoming a theater director. When Los Angeles hunk Ryder Donnelly comes into her shop sparks fly and she starts to wonder what could be.,1,,
6245,A Christmas Movie Christmas,Romance-TV Movie-Fantasy,en,MarVista Entertainment-Almost Never Films,0,0,90,Released,2019,Eve is a Christmas movie fanatic and dreams of having a movie-perfect Christmas with a movie-perfect boyfriend. On Christmas Eve when Eve and her cynical sister Lacy make wishes to Santa they wake up in Christmas Town and find themselves trapped inside a Christmas movie where they are the stars. But when things start to go wrong and Eve's knowledge of all things Christmas movie fails to fix things Eve and Lacy try to find a way out of the picture-perfect Christmas and back to reality.,1,,40
6252,Body at Brighton Rock,Thriller,en,Soapbox Films-Protostar Pictures,0,0,88,Released,2019,When an inexperienced park ranger finds a dead body under mysterious circumstances on a remote mountain trail she must guard it overnight until authorities can arrive forcing her to confront some of her deepest darkest fears.,1,67,20
6253,Circle of Steel,Drama-Comedy,en,Kino Sum Productions,0,0,82,Released,2019,When layoffs are announced at a remote oilfield office team morale deteriorates with both humorous and heartbreaking results. With support and often-questionable guidance from her co-workers new engineer Wendy must navigate personal ethics and corporate industry within one of the world's most controversial industries.,1,,
6255,A Fire in the Cold Season,Thriller,en,Black River Pictures-OPC Film,0,0,95,Released,2019,A whisper among the sprawling forests and mill towns of central Newfoundland. A body found on the side of a river brings together a reclusive fur trapper and a heartsick mother-to-be. Scott is lonely and desperate to give himself meaning. Mona is strong-willed but frustrated by her fragility. As a reluctant dependence blossoms the pair find themselves wading into violence answering for the debts of a dead man. Stalked by outlaws they plan an exit.,1,,
6256,Christmas Crush,Romance-Comedy-TV Movie,en,MarVista Entertainment-Neshama Entertainment,0,0,87,Released,2019,When holiday fanatic Addie (Cindy Sampson) makes a Christmas wish for her next door neighbor Sam (Robin Dunne) to fall in love with her she’s not expecting anything to happen – and she definitely isn’t expecting the wish to go awry and cause her other neighbor Pete (Chris Violette) to fall in love instead. When Pete’s romantic gestures grow more and more over-the-top Addie recruits Sam to help. With Sam’s assistance can Addie break the spell by Christmas? Or will she spend the rest of her life dealing with a love-lorn Pete?,1,,21
6259,Deadly Switch,Thriller-TV Movie,en,Benattar/Thomas Productions-Headlong Entertainment,0,0,86,Released,2019,When a foreign exchange student Ana studying abroad in America becomes the target of a dangerous stalker she accepts the invitation to move in with her roommate's family in their idyllic town.,1,,23
6261,Over the Moon in Love,Romance-TV Movie,en,Johnson Production Group,0,0,90,Released,2019,With her match-making business on the verge of closing Brooklyn finds herself in the unique position to be featured in a magazine but has to set up the writer with her childhood friend Devin who she may have feelings for.,1,,
6264,Coming Home Again,Drama,en,Center for Asian American Media Production,0,0,86,Released,2019,A Korean-American man cares for his ailing mother and tries to master her traditional Korean dishes.,1,92,83
6268,International Falls,Comedy,en,Gravitas Ventures,0,0,93,Released,2019,A wife and mom with secret dreams of being a stand-up comic uses a one night stand with a burned-out touring comedian to face the harsh but funny truths of her failing marriage neglected aspirations and individual identity.,1,100,69
6269,Emma Fielding Mysteries: More Bitter Than Death,Mystery-TV Movie-Crime,en,Hallmark Movies & Mysteries,0,0,83,Released,2019,While hosting the annual gathering of the Association for the Study of American Archaeology at Kenzer College Emma Fielding is thrust into the midst of a murder mystery when the President of her organization is poisoned on the eve of announcing her successor. With many of the leading archaeologists present having expressed their entitlement to the presidency prior to the murder Emma and FBI pal Jim Conner have plenty of likely suspects from which to choose.,1,,
6270,Sweetness in the Belly,Drama,en,Parallel Films-Sienna Films,0,0,111,Released,2019,Orphaned in Africa as a child Lilly escapes to England as a refugee fleeing civil war in Ethiopia. Lost in this cold new world Lilly embraces the immigrant community in London attempting to reunite people with their scattered families. But as her friend Amina discovers Lilly's mission isn't purely selfless: a passionate lost love affair is revealed.,1,40,54
6272,Hell of a Night,Horror-Thriller,en,Javelina 98 Productions,0,0,84,Released,2019,After moving to a new town a young college student retreats to the country for a weekend of solace when she quickly finds out that she is not alone and needs to fight for her life.,1,,
6274,Bittersweet Symphony,Drama,en,Dignity Film Finance,0,0,80,Released,2019,A musician who has just completed her first soundtrack to a Hollywood feature finds her personal life getting complicated.,1,,
6275,Diane,Drama,en,Sight Unseen Pictures-AgX,0,0,96,Released,2019,Diane is a devoted friend and caretaker particularly to her drug-addicted son. But as those around her begin to drift away in the last quarter of her life she is left to reckon with past choices and long-dormant memories.,1,,40
6276,"Paris, Wine & Romance",Romance-TV Movie,en,UFO International Productions,0,0,90,Released,2019,Isabella is the ambitious new owner of her family’s Oregon winery whose dream of becoming world-renowned takes a big step forward when she enters a prestigious wine competition in Paris. Upon arrival Isabella meets her biggest competitor Jacques from one of the world’s foremost winemaking families. Impressed by Isabella and her expertise in wine a budding romance develops between them.,1,,
6281,First Love,Drama-Romance-Comedy,en,First Love Feature LLC,0,0,80,Released,2019,A subversive look at relationships in Los Angeles centering around a famous actress and her twin brother both strayed off their life's path and yearning for each other and something simpler.,1,,
6282,A Very Corgi Christmas,TV Movie-Romance,en,Shout! Factory-Defiant Empire-Gaumont International Television-Nicely Entertainment,0,0,90,Released,2019,All Lauren Bradley a single mom and confirmed workaholic wants this holiday is a much deserved break. Those hopes are dashed when she runs into fellow single dad Ben who enlists her help in taking care of a cute and cuddly christmas present he plans to give his daughter. Through all the chaos and calls from work Lauren just might get the best gift of all the holiday spirit.,1,,60
6283,Christmas at Graceland: Home for the Holidays,Romance-TV Movie,en,Hallmark Media,0,0,80,Released,2019,World-traveler Harper returns to Memphis and meets wealthy widower Owen who hires her to au pair for the holidays. As they prepare for a joint event at Graceland their feelings grow for each other. Harper realizes she enjoys living near family and must decide if Memphis will be her forever home.,1,,
6293,Who's Stalking Me?,Drama-TV Movie,en,Lifetime-Studio71,0,0,87,Released,2019,Following a near-death experience when an attacker breaks into her home Amanda can't shake the feeling that she's still in harm's way. In comes the handsome and stern Detective James Dawson to save the day and keep an especially close eye on Amanda. Taken by his generosity and commitment Amanda begins to feel safer--unaware that she's letting the real threat get closer than ever.,1,,
6298,Culture Shock,Horror-Thriller-TV Movie,en,Blumhouse Television,0,0,91,Released,2019,A young Mexican woman crosses the border in search of the American dream only to instead find her worst nightmare lying within.,1,,
6302,The House On The Hill,Thriller-TV Movie,en,Formula Features,0,0,83,Released,2019,Megan (Samaire Armstrong) suffers a major tragedy when her son and husband are killed in a car crash. After four years in a mental health institution she goes to stay with her brother in her hometown to attempt to get her life back together. But once Megan arrives her brother disappears. And now none of the townspeople remember him ever existing! Is Megan losing her mind or is there something more nefarious at work here?,1,,
6303,She Never Died,Action-Fantasy-Horror-Crime,en,Alternate Ending Studios,0,0,89,Released,2019,Lacey a socially detached loner is cursed with immortality and a never-ending tedium of existence.  In her attempts to keep her compulsions in check she seeks out the darkest souls humanity has to offer.  Lacey must now face her own inner demons while simultaneously finding her next meal.,1,100,42
6309,Winter Love Story,Romance-TV Movie,en,Hideaway Pictures-Brad Krevoy Television,0,0,90,Released,2019,When new author Cassie is paired with successful author Elliot on a promotional book tour she learns to believe in her talent. She also finds truth in the old adage “you can’t judge a book by its cover” as she falls for the guy she once thought to be pompous and full of himself.,1,,14
6311,Murder In-Law,Thriller,en,Lifetime Television,0,0,90,Released,2019,Claire has always loved her son Jim and her granddaughter Sydney but struggles to connect with her daughter-in-law Allison. When Allison announces a big job promotion that will relocate them far away Claire's motherly instincts are pushed to an unsettling level where she will scheme lie and even murder to keep her son and granddaughter from moving away.,1,,
6315,Motorpsycho Maniacs,Western,en,Raw Cinema,0,0,78,Released,2019,A Texas Ranger poses as a bad-ass biker outlaw and enlists a blind sniper and his seeing-eye coyote to crush a biker gang that took over her county.,1,,
6317,End of Sentence,Drama,en,Palomar Pictures-Samson Films-Berserk Films,0,0,96,Released,2019,Newly widowed Frank Fogle embarks on a journey to Ireland to scatter his late wife’s ashes. His estranged son Sean recently released from prison agrees to join only when his father promises that they’ll never see each other again following the trip. After revelations surface about an old flame of Frank’s wife and a charming hitchhiker with plans of her own intervenes father and son find themselves drawn together in unexpected ways.,1,92,88
6320,Dirty God,Drama,en,A Private View-BFI Film Fund-EMU Films-Viking Film-BFI,0,0,104,Released,2019,Jade is a young mother in the prime of her life when an acid attack leaves her severely burned. While her face has been reconstructed her beauty is lost beneath the scars. Descending a self-destructive path with relationships crumbling Jade must take drastic action to reclaim her life.,1,96,53
6322,A Storybook Christmas,Romance-TV Movie-Comedy,en,Reel One Entertainment,0,0,90,Released,2019,If event planner Celeste Everett is going to save her business and give her niece a happy Christmas season she is going to need help. When the nanny she hires turns out to be a man Celeste surprisingly realizes she may have also found Christmas love for herself.,1,,57
6327,Among the Shadows,Crime-Horror-Thriller,en,Jay-X Entertainment-Future Proof Films-Nomenclature Film,0,0,90,Released,2019,A private investigator must unravel the murder of her uncle while keeping the secret that she is a descendant from a line of werewolves.,1,,
6329,Love on the Menu,TV Movie-Romance,en,Front Street Pictures-Hallmark Media-Just To Be Clear Productions-Shalom Amigo Productions,0,0,90,Released,2019,When chef Hank makes a deal with frozen food executive Maggie to save his restaurant their unexpected attraction complicates matters leaving Maggie conflicted: Does she choose her allegiance to her cut-throat boss or does she partner - both in work and in love - with Hank?,1,,50
6334,Room for Rent,Thriller-Horror,en,Pasidg Productions Inc.,0,0,81,Released,2019,Lonely widow Joyce rents out a room in her house and becomes dangerously obsessed with one of her guests.,1,88,55
6335,Dark Harbor,Thriller,en,APS Films LLC,0,0,91,Released,2019,Dark Harbor tells the story of Olivia a young mother on the verge of childbirth who finds her future threatened by a hidden darkness from her family's past.,1,,61
6338,Murder at the Mansion,Thriller-TV Movie,en,Stargazer Films,0,0,93,Released,2019,As her wedding day approaches the would be bride uncovers some secrets at the family home of her fiancé.,1,,
6339,The Christmas Club,Romance-TV Movie,en,Hallmark Media,0,0,84,Released,2019,Two busy strangers meet when they help an elderly woman find her lost Christmas savings. Thanks to fate and Christmas magic they also find something they were both missing: true love.,1,,33
6344,Tooth Fairy,Horror-Thriller,en,ITN Distribution-ChampDog Films,0,0,86,Released,2019,Nana starts to tell the legend of the evil tooth fairy who rips out teeth. Carla is sick of her crazy alcoholic stories and tries to leave however a power outage suggests something is amiss something much more sinister than Carla could imagine.,1,14,34
6366,E.M.P. 333 Days,Drama-Thriller,en,Indie Rights,0,0,83,Released,2019,After an E.M.P. (Electro Magnetic Pulse) weapon is deployed North America is forced to live in pre industrial conditions. Anything electrical is useless sending the country into anarchy. An introverted 11 year old girl must fend and fight for herself while trying to find her father.,1,,
6383,Spinster,Comedy,en,Shut Up & Colour Pictures-Northeast Films-Woods Entertainment,0,0,90,Released,2019,It’s the story of a woman who after being unceremoniously dumped on her 39th birthday faces her fear of becoming a pathetic lonely spinster.,1,82,74
6386,Art of Deception,Action-Thriller,en,Ox Films,0,0,96,Released,2019,After uncovering the CIA’s ruthless master plan for world domination by gaining complete mind control over the entire population top scientist Joseph Markham is ultimately left with a choice: save the lives of billions…or the life of his wife who has been kidnapped interrogated and brutally tortured but continues to viciously fight for her life. As a nationwide manhunt ensues deadly assassins pursue and one man’s decision will determine the fate of the world. Art of Deception is about a fight for life love and world dominance.,1,,
6392,Snowbound for Christmas,TV Movie-Romance,en,Brain Power Studio,0,0,84,Released,2019,A marketing executive is invited by her charming and handsome boss to pitch a major project to prospective clients at a posh resort and the two get snowed in together before any of the other guests can arrive. Now with the hotel to themselves a fairytale snowscape outside and sparks flying inside they find that being alone together is all the Christmas magic they need.,1,,
6394,Breakthrough,Drama,en,20th Century Fox-Fox 2000 Pictures,0,0,116,Released,2019,Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital the 14-year-old boy continues to fight for his life as Joyce her husband and their pastor stay by his bedside and pray for a miracle.,1,,
6398,Riley Parra: Better Angels,Science Fiction-Drama-Crime,en,Tello Films,0,0,104,Released,2019,Detective Riley Parra grew up in the bad part of town the crime-ridden No Man's Land. Now as a cop in a corrupt department she strives to make sure the rough streets she left behind aren't forgotten. One case leads her to the discovery that No Man's Land is a battleground between angels and demons a supernatural war that's been waged for centuries. Thrown into a world she never believed could exist and told that she's the only chance of defeating evil.,1,,
6399,Kylie Minogue: Kylie's Secret Night,Comedy-Music,en,BBC Studios-Potion Pictures,0,0,60,Released,2019,Join Kylie Minogue and Alan Carr for a spectacular show full of secrets and surprises. Kylie performs some classics amazes her fans and takes part in some very funny pranks.,1,,
6408,Deadly Match,Thriller-TV Movie,en,Lifetime-Reel One Entertainment,0,0,83,Released,2019,To pay for college Business major Trina goes live with her unique dating website Let's Date. Let's Date becomes a huge success though Trina soon learns that her site is being misused as a prostitution hub and shuts it down. When one of the dating users from the site turns up dead Trina looks to her now defunct site for clues which someone does not want her to uncover.,1,,
6412,Christmas on the Range,TV Movie-Romance,en,Imagicomm Entertainment-Sydney Productions-INSP Films,0,0,90,Released,2019,Kendall's one holiday wish is to keep the family ranch solvent. Her rival's charming son offers help-and maybe more-but can he be trusted?,1,,29
6428,MS Slavic 7,Drama,en,Lisa Pictures,0,0,64,Released,2019,After being appointed literary executor Audrey Benac (Deragh Campbell) uncovers a series of letters that her great-grandmother had written to a fellow poet. Both displaced from Poland Zofia Bohdanowiczowa and Nobel Prize nominee Jozef Wittlin corresponded from 1957-1964 between Toronto Wales and New York City. Over the course of three days Audrey embarks on a journey to Houghton Library at Harvard University to translate and make sense of Zofia’s words.,1,90,
6430,A Cinderella Story: Christmas Wish,Comedy-Music-Romance-Fantasy,en,Front Street Pictures-Warner Bros. Home Entertainment Group-Blue Ribbon Content,0,0,93,Released,2019,Kat is an aspiring singer-songwriter who dreams of making it big. However her dreams are stalled by her reality: a conniving and cruel stepfamily  and a demoralizing job working as a singing elf at billionaire Terrence Wintergarden’s Santa Land.,1,,
6431,White Lie,Drama,en,Film Forge Productions-Lisa Pictures-Babe Nation Films-levelFILM,0,0,96,Released,2019,Katie Arneson is faking cancer. A university dance major Katie's falsified diagnosis and counterfeit fundraising have transformed her into a campus celebrity surrounded by the supportive community she's always dreamed of. But now dependent on a bursary for sick students to maintain her ruse Katie learns the funding is in jeopardy unless she can provide copies of her medical records within the week.,1,,
6444,Emu Runner,Family-Drama,en,Imogen Thomas Films-Fink Films-Sonic Art-Zig Zag Post-Screen Australia,0,0,95,Released,2019,A spirited young girl in small town Australia forms a meaningful bond with a wild emu as she tries to cope with her beleaguered father a naïve social worker and her own painful grief in the aftermath of her mother’s sudden death.,1,89,
6450,Strive,Drama,en,Aletheia Films,0,0,82,Released,2019,Kalani (Joi Campbell) is a teenager living in Harlem with her older brother Jacob and her younger sister Bebe while her mother struggles to make ends meet. Her college counselor Mr. Rose (Danny Glover) sees great promise in her educational future. As Kalani's siblings get caught in a myriad of hardships Kalani teeters on the brink of ruin as she struggles to keep both her family and her dream intact. Strive reminds us that hard work optimism and perseverance in the face of overwhelming adversity is the essence of what it is to be American.,1,,
6455,Spice It Up,Drama-Comedy,en,Lisa Pictures,0,0,82,Released,2019,A film student at Ryerson University struggles to complete her thesis project.,1,,
6470,Tall Girl,Comedy-Drama-Romance,en,Wonderland Sound and Vision,0,0,101,Released,2019,Jodi the tallest girl in her high school has always felt uncomfortable in her own skin. But after years of slouching being made fun of and avoiding attention at all costs Jodi finally decides to find the confidence to stand tall.,1,38,22
6475,The Cleansing,Drama-Horror-Thriller,en,Forkbeard Films-Tornado Studios,0,0,94,Released,2019,Set in a small isolated village in 14th century Wales Alice is a sixteen year old girl who is accused of being a witch and causing the plague that has ravaged the village taking the lives of many including Alice's own father. When it is revealed that Alice has been hiding her mother's infection she is forced to watch The Cleanser an ominous masked figure brutally dispatch her mother. The town preacher and de-facto leader Tom has eyes for Alice and subjects her to five torturous trials after she spurns his advances. Escaping the night before her execution with the help of her mother's friend Mary she flees into the forest and discovers the secluded hut of a mysterious healer with his own troubled past and demons to face. He nurses her back to health and teaches her how to exact revenge upon those that persecuted her.,1,,
6481,Killer Vacation,Thriller-TV Movie,en,Reel One Entertainment,0,0,84,Released,2019,Successful businessman Jake takes his pregnant girlfriend Lindsey on a babymoon trip to an upscale desert resort. When they get there Lindsey discovers thatJake’s meddlesome soon to be ex-wife Gwen is there too. In a dream vacation gone wrong it becomes apparent that someone is determined that Lindsey will never use her return ticket.,1,,
6485,Mermaid Down,Horror-Fantasy-Mystery-Thriller,en,Grellman Film-Heartpine Pictures-Mermaid Down,0,0,91,Released,2019,A mermaid is ripped from the Pacific her tail is chopped off and she's thrown into a mental home where no one believes she is a mermaid.,1,,76
6489,Split Lip,Action,en,Persephone Productions,0,0,101,Released,2019,"In the underground world of contract killers mistakes cannot be tolerated. Set ""Doreé Seay"" a top brutal mercenary with an icy exterior finds out the hard way when one mistake sends her on a treacherous mission to clear her name. Hunted by her former mentor Karlton ""DeJean Brown"" and his roster of psychopaths she forms an unlikely alliance with a mysterious stranger and his sister as Set races against the clock to out-wit and out-fight the dark forces gunning for her life.",1,,
6491,Jellyfish,Drama,en,F24 Film-Nik Holttum Productions-Lemonworld-Bank Side Films-Cinelease,0,0,98,Released,2019,In Margate England life is not easy for teenager Sarah Taylor between being bullied at school being exploited by a dominant boss and having to take care of her depressive mother and her two siblings. But Sarah finds a way to channel her growing despair and fight adversity when her drama teacher gives her a new purpose.,1,87,79
6501,Marghe and Her Mother,Drama,en,Makhmalbaf Film House Productions,0,0,101,Released,2019,22-year-old Claudia is a single mother who lives with Marghe her sixyear-old precocious daughter. When Claudia is kicked out of her house for failing to pay the rent she leaves Marghe to an old woman next door.,1,,
6509,Queen of the Morning Calm,Drama,en,Gloryous Productions-Hawkeye Pictures Inc.,0,0,86,Released,2019,Follows 29-year-old immigrant sex worker Debra and her self-aware 10-year-old daughter Mona as they embark on a journey of emancipation. Debra attempts to escape cycles of abuse and poverty while learning to become a more nurturing mother and discovering her own self-worth.,1,,
6515,Lady and the Tramp,Family-Romance-Comedy,en,Walt Disney Pictures-Taylor Made Entertainment,0,0,111,Released,2019,The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp who tries to show her to live her life footloose and collar-free.,1,93,80
6546,Fractured,Thriller,en,Paul Schiff Productions-Macari/Edelstein-Koji Productions-Crow Island Films,0,0,99,Released,2019,Driving cross-country Ray and his wife and daughter stop at a highway rest area where his daughter falls and breaks her arm. After a frantic rush to the hospital and a clash with the check-in nurse Ray is finally able to get her to a doctor. While the wife and daughter go downstairs for an MRI Ray exhausted passes out in a chair in the lobby. Upon waking up they have no record or knowledge of Ray's family ever being checked in.,1,59,51
6563,Anniversary Nightmare,Drama-TV Movie,en,Lifetime-MarVista Entertainment-Feifer Worldwide,0,0,82,Released,2019,Liz and Andrew are on their anniversary trip in Hawaii when Liz wakes up to discover her husband missing and evidence of an invasion all around her. But with no witnesses she's immediately labeled the prime suspect. Without any help from the system that failed her Liz must solve the crime herself with the possibility that her husband may still be alive.,1,,
6575,Seduced by a Killer,Thriller-TV Movie,en,Reel One Entertainment-Cartel Pictures,0,0,87,Released,2019,Jessica a single mother becomes estranged from her teenage daughter Tessa when she starts dating an older man against her mother's wishes. After trying to break up the relationship herself Jessica soon realizes that the older man is more dangerous than she could've ever imagined.,1,,
6576,Christmas Stars,Romance-TV Movie,en,Chesler/Perlmutter Productions,0,0,90,Released,2019,When aspiring R&B artist Layla crosses paths with amateur songwriter Spence she thinks she's found her shot at finally getting a record deal. But as the holidays approach the fast-paced high stakes music business threatens to change their sound and relationship—especially when the label executives begin to see Spence as the real star.,1,,
6578,Alice Wetterlund: My Mama Is a Human and So Am I,Comedy,en,Comedy Dynamics-Amazon Studios,0,0,59,Released,2019,"Follow comedian / actor Alice Wetterlund as she reveals her personal struggles with peeping toms cat-rearing alcoholism and the secret alien conspiracy behind new country music in her breakout comedy special. Best known for her scene stealing roles in HBO’s ""Silicon Valley"" and the comedy ensemble film ""Mike and Dave Need Wedding Dates"" Wetterlund shines in this tour de force hour long special taped at the Gothic Theater in Denver CO.",1,,
6583,Holy Trinity,Comedy,en,Forager Film-Full Spectrum Features,0,0,91,Released,2019,In this eye-popping spiritually rollicking film queer femme dominatrix Trinity huffs a magic aerosol can and develops the ability to speak to the dead. Trinity’s submissive partner Baby is by her side as she journeys in and out of reality on this wild ride of John Waters–style queer spirituality and alternative sexuality. Absurdity kink and camp abound in this film filled with the cream of Chicago’s queer artist community including the infamous Imp Queen.,1,82,
6595,Deadly Assistant,Drama-TV Movie,en,Protege Productions,0,0,84,Released,2019,Amanda Birch after years of estrangement returns to reconnect with her sister Lauren. Things only get worse when her sister mysteriously dies days later. The entire family is suspected in a murder investigation as it becomes clear that Lauren’s death was no accident.,1,,
6598,The Pining,Horror-Mystery-Thriller,en,Uncia Films,0,0,73,Released,2019,When members of Joe's therapy group start dying under mysterious circumstances Detective Harris (Jackie Dallas) is forced to reopen a cold case. Her only lead: Father William - the group therapy leader who seems to know more than what is in his police statements.,1,,
