,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
8434,St. Agatha,Horror-Thriller,en,The Outside Writers-St. Agatha-Dragon Blood Holdings-Benacus Entertainment,0,1468454,103,Released,2018,St. Agatha is set in the 1950s in small town Georgia. A pregnant con woman named Agatha is on the run and seeks refuge in a convent hidden in deafening isolation. What first starts out as the perfect place to have a child turns into a dark lair where silence is forced. Ghastly secrets are masked and every bit of will power Agatha has is tested. She soon learns the sick and twisted truth of the convent and the odd people that lurk inside its halls. Agatha must now find a way to discover the unyielding strength needed to escape and save her baby before she’s caged behind these walls forever.,1,,
8436,A Simple Favor,Crime-Thriller-Mystery-Comedy,en,Bron Studios-Feigco Entertainment,20000000,97644617,117,Released,2018,Stephanie a dedicated mother and popular vlogger befriends Emily a mysterious upper-class woman whose son Nicky attends the same school as Miles Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.,1,84,73
8441,Babysitter's Nightmare,Thriller-TV Movie,en,Lifetime-The Ninth House,0,0,79,Released,2018,When registered nurse Daphne Hart is let go from the hospital where she works due to wrongfully accused negligence she finds herself babysitting for the weekend at the suburban estate of a wealthy doctor caring for her diabetic young son. But when another babysitter in the area is murdered Daphne starts to suspect things are amiss around the desolate home.,1,,
8442,Dollhouse: The Eradication of Female Subjectivity in American Popular Culture,Animation-Comedy-Music,en,Tricoast Studios,0,0,77,Released,2018,Dollhouse: The Eradication of Female Subjectivity in American Popular Culture charts the rise and fall of fictional child pop star Junie Spoons as her life story (and the ensuing disasters) unfolds as told by those who knew her. Set in the bubble gum pop world of Britney Spears and Lindsay Lohan and told a la VH1's Behind The Music Junie's story tops itself one scandal after another as she rockets to international stardom and then faces the aftermath of a life under scrutiny.,1,,
8443,Christmas Everlasting,Romance-Drama-TV Movie,en,Hallmark Hall of Fame Productions-Team 2 Entertainment-Hallmark Media,0,0,84,Released,2018,Christmas is fast approaching and years of long workdays employed at New York’s top corporate law firm are about to pay off now that Lucy Toomey will be made partner after the New Year. However when Alice her older sister with special needs unexpectedly passes away Lucy returns back to Nilson’s Bay Wis. to attend the funeral and handle her estate. While Lucy dreads returning to her childhood home she also feels real sorrow that she was too busy to take her sister’s last call. Once back in Nilson’s Bay Lucy meets Peter her old high school sweetheart and Alice’s former attorney who informs her of the terms of Alice’s eccentric will that states in order for Lucy to inherit the family home she must live there for 30 days through the holidays.,1,,73
8445,The Competition,Romance-Comedy,en,Gravitas Ventures,0,0,105,Released,2018,A romantic comedy about a woman who thinks all people eventually cheat and a man who challenges her to a competition to prove that she's wrong.,1,,
8446,A Face In The Crowd,Drama-Romance,en,Rok Studios,0,0,82,Released,2018,A woman's past comes calling as she has to face the consequences of her wrong choices,1,89,94
8447,Look Away,Horror-Thriller-Fantasy,en,Buffalo Gal Pictures-MFM-Dana Lustig Productions-Primary Wave Entertainment-Ace in the Hole Productions,0,1119537,103,Released,2018,A timid and socially alienated 17-year-old high school student's life is turned upside down when she switches places with her sinister mirror image.,1,17,51
8448,Stalked By My Patient,TV Movie-Thriller,en,Reel One Entertainment,0,0,86,Released,2018,A troubled patient mistakes a doctor's compassion for adoration and becomes obsessed willing to do whatever it takes to keep her in his life.,1,,
8451,A Wrinkle in Time,Adventure-Science Fiction-Family-Fantasy,en,Walt Disney Pictures-Whitaker Entertainment,103000000,132675864,109,Released,2018,After the disappearance of her scientist father three peculiar beings send Meg her brother and her friend to space in order to find him.,1,,40
8452,My Killer Client,TV Movie-Thriller,en,Reel One Entertainment-Cartel Pictures,0,0,84,Released,2018,Christa Bright's an aspiring stylist who has an instant connection with new client Kat Niven a woman who needs help gaining confidence. When Kat's admiration for Christa turns into obsession Christa begins to get suspicious. She soon discovers that Kat's her fiancé's ex-gf and she's trying to become Christa in a ploy to win Jack back for good.,1,,
8455,According to Matthew,Crime-Thriller,en,Chandran Rutnam,0,0,100,Released,2018,A highly respected priest conspires with his mistress to poison both her husband and his own wife.,1,,
8457,The Night Sitter,Comedy-Horror,en,Roller Disco Massacre-Pelican Films,0,0,88,Released,2018,"A scheming con artist poses as the innocent babysitter ""Amber"" to steal from a wealthy occult enthusiast with a reclusive son Kevin. Her crew arrives to clean out the house just as Kevin stumbles upon a prized artifact and unwittingly summons a trio of witches known as The Three Mothers.",1,78,58
8462,Real Naughty Vice Girls,Thriller-Comedy,en,Surrender Cinema,0,0,101,Released,2018,Everything is for sale in Vice City where the cops are dirtier than the call girls they bust and every dark alley and shadowed corner promises a dangerous seduction. Where the only rendezvous is a lurid one and the only thing cheaper than a trip around the world is the soul of the pretty young thing selling the ride. Enter Daisy (Mia Zottoli) a small-change stripper with dreams of an empire who will not stop until she holds the city in her silken fist. Assembling a crack team of next level super-hookers and moving their action out of the alley and onto the hill Daisy's syndicate takes aim at the wealthy elite. But when the scandal heats up Vice Detective Angie (Holly Sampson) hits the case hard while whetting her own appetites and ducking an Internal Affairs (CC Costigan) investigation into her partner's nasty habits proving that no one is what they seem in Vice City unless they seem real naughty.,1,,
8463,Still,Drama-Fantasy-Mystery,en,Murdoch and Dent-The Georgia Film Academy-The Thought Commission,0,0,88,Released,2018,When a young hiker stumbles onto an isolated farm after losing her way on the Appalachian Trail she is taken in by a strange yet beautiful couple desperate to protect a secret deep in the mountains.,1,,
8466,Seduced by My Neighbor,Thriller-TV Movie,en,Stargazer Films,0,0,87,Released,2018,Single mom Sarah moves into the suburbs and starts dating a firefighter only to find herself the target of an obsessive neighborhood watchman who aims to prove he's the best man to protect her even if he has to create the danger himself.,1,,
8467,A Father's Nightmare,Thriller-TV Movie,en,Sepia Films,0,0,90,Released,2018,A vindictive and psychotic new roommate attempts to convince an innocent college freshman to commit suicide by slowly destroying her life through the means of drugs paranoia and manipulation.,1,,
8468,Acrimony,Thriller,en,Tyler Perry Studios,20000000,34764055,120,Released,2018,A faithful wife takes action when it becomes clear to her that her devious husband has betrayed her.,1,18,57
8469,The Party's Just Beginning,Drama-Comedy,en,Mt. Hollywood Films-Synchronicity Films,0,0,91,Released,2018,In a bleak Inverness midwinter Luisaidh is careening off the rails after the suicide of her best friend. She medicates her misery with joyless sex chips and a belief in the power of positive drinking. Surrounded by bittersweet memories she struggles to find someone to talk to or some reason to make life worthwhile at the most stressful time of the year.,1,,
8470,A.I. Rising,Science Fiction-Drama-Romance,en,Filmski centar Srbije-Mir Media Group-Balkanic,395168,0,85,Released,2018,On a lonely mission to Alpha Centauri Milutin is teamed up with Nimani 1345 a female cyborg designed to fulfill his every need. At first thrilled to be able to control her Sebastian grows tired of having his desires fulfilled so easily. Longing for human intimacy Sebastian alters Nimani's programmed responses but in doing so he risks the mission's security — and his own life.,1,,
8471,The Dark Red,Horror-Mystery,en,Psychopia Pictures,0,0,101,Released,2018,A young woman is committed to a psychiatric hospital and claims her newborn was stolen by a dark cult.,1,78,
8474,A Summer to Remember,TV Movie-Drama-Romance-Comedy,en,Cartel Pictures,0,0,84,Released,2018,ER doc Jessica loves her job but not the hours. Meeting Trevor a dashing surgeon when they arrive in Fiji Jessica also strikes up a friendship with Will the charming co-owner of their resort. As Jessica notices how Trevor is a workaholic she also sees that Will offers her tranquility and she starts to wonder if this island paradise can give her the happiness – and love – she once knew.,1,,88
8476,mid90s,Drama-Comedy,en,Scott Rudin Productions-Waypoint Entertainment-A24,258158,6897446,86,Released,2018,Stevie is a sweet 13-year-old about to explode. His mom is loving and attentive but a little too forthcoming about her romantic life. His big brother is a taciturn and violent bully. So Stevie searches his working-class Los Angeles suburb for somewhere to belong. He finds it at the Motor Avenue skate shop.,1,80,81
8478,Christmas with a Prince,Drama-Romance-TV Movie-Comedy,en,Brain Power Studio,0,0,90,Released,2018,Pediatric specialist Tasha Mason is focused on one thing; keeping the kids in her ward as healthy and happy as possible. So when her high-school crush who just happens to be handsome Prince Alexander Cavalieri breaks his leg on a nearby ski-slope Tasha is forced to allow him to secretly get well on her floor and she’s furious that a spoiled Royal is interrupting the precious healing time her kids so badly need. Soon however Tasha learns that some tough love and a lot of Christmas spirit could turn this royal pain into a knight in shining armor.,1,,29
8479,Life of the Party,Comedy,en,New Line Cinema-Warner Bros. Pictures-On the Day,30000000,61700416,105,Released,2018,When her husband suddenly dumps her longtime dedicated housewife Deanna turns regret into re-set by going back to college... landing in the same class and school as her daughter who's not entirely sold on the idea. Plunging headlong into the campus experience the increasingly outspoken Deanna – now Dee Rock – embraces freedom fun and frat boys on her own terms finding her true self in a senior year no one ever expected.,1,,39
8480,Mobile Homes,Drama,en,Madeleine Films-Lithium Studios-Incognito Films,0,0,105,Released,2018,In forgotten towns along the American border a young mother drifts from one motel to the next with her intoxicating boyfriend and her 8-year-old son. The makeshift family scrapes by living one hustle at a time until the discovery of a mobile home community offers an alternative life.,1,,
8488,American Exorcist,Horror-Comedy,en,South Fellini-Woodshop Films,0,0,90,Released,2018,A paranormal investigator trapped in a haunted skyscraper on Christmas Eve. The skeptical young woman Georgette Dubois is horrified once confronted with the reality of the supernatural. She risks life and limb to escape her ghoulish prison stranded on the 11th floor.,1,,
8493,The Sweetheart,Drama-Thriller-TV Movie,en,Johnson Production Group,0,0,86,Released,2018,Sex lies and deception of a con man.  Heartbroken over her parents breakup and recovering from a car accident Jane becomes suspicious of her mother’s new boyfriend.,1,,
8495,Child of Satan,Action-Drama-Horror-Mystery-Thriller,en,Lekhraj Films Production-Applied Art Productions,1500000,0,96,Released,2018,New mom battles the evil lurking within as her adulterous husband hides a dark secret that may lead to the human extinction. After a freak accident during her baby shower Allison a dedicated nurse is rushed to the hospital. After the premature birth of her son Neron strange events emerge: illusions vivid dreams and unexplained killings. The events are linked back to Neron as Allison is taken by sudden premonitions that reveal the victims of her son's next choice.,1,,
8499,Deadly Delusion,Thriller-TV Movie,en,Formula Features-Lifetime,0,0,89,Released,2018,Hoping for a fresh start Julia moves to Los Angeles with her boyfriend. After settling into a fancy new home it seems her demons have come back to haunt her when mysterious things begin to happen.,1,,43
8500,CTRL,Horror-Science Fiction,en,Wanderland Productions,0,0,80,Released,2018,A reclusive programmer his sister and her new boyfriend are held hostage by a rapidly evolving computer virus.,1,,
8502,The Nursery,Horror-Thriller,en,Three Tortured Minds-Visuality Media Productions,0,0,88,Released,2018,When college freshman Ranae agrees to babysit for a family with a tragic past her run-of-the-mill Saturday night quickly turns into a confrontation with unspeakable horror. Stalked by a sinister presence and haunted by ghosts from her own past Ranae and her friends must confront an angry evil spirit determined to hunt them down one-by-one on a deliberate march toward its ultimate prey in THE NURSERY,1,,20
8506,Killer Night Shift,Thriller-TV Movie,en,Sunshine Films,0,0,86,Released,2018,A pregnant woman forced to bedrest gets the additional help she needs from two home care nurses. Unbeknownst to her one of them has a vendetta against her husband and is out to steal their baby!,1,,57
8507,Intensive Care,Action,en,Engenius Productions-GKG Productions,0,0,80,Released,2018,Three low-life criminals attempt to rob an elderly dying woman's home but her live-in nurse turns out to be much more trouble than they bargained for.,1,80,17
8508,Who We Are Now,Drama,en,Oriah Entertainment,0,0,101,Released,2018,Recently released from prison Beth is working with her public defender to get her son back from her sister who was awarded legal custody while Beth was incarcerated for ten years. Soon after Beth forms an unlikely alliance with Jess an idealistic young protégé of the public defense team who decides to take on Beth's cause whether she likes it or not.,1,96,70
8509,Running Out of Time,Thriller,en,Footage Films,0,0,87,Released,2018,Newly widowed Brenda Harper and her family are taken hostage over something from her late husband's past.,1,,90
8510,Killing Joan,Action-Crime-Drama,en,TODFILM-Uncork'd Entertainment,0,0,98,Released,2018,An enforcer for the mob enacts revenge on those who wronged her.,1,,
8511,Entertaining Christmas,TV Movie-Romance-Family,en,Chesler/Perlmutter Productions,0,0,84,Released,2018,Candace daughter of lifestyle mogul Liz Livingstone has never lived up to her mother’s standards. When a young girl posts a video begging Liz to help arrange a special Christmas party Candace is sent in her place. As she struggles to prove herself worthy of running the company Candace meets—and begins falling for—the girl’s uncle a reporter writing an expose on her.,1,,50
8515,Twinsanity,Thriller-Horror-TV Movie,en,Buffalo 8,0,0,85,Released,2018,Following the death of their mother an identical twin pulls away to establish her own independence while the other unravels and plots to end her sister’s new beginning. Inspired by true events.,1,,42
8516,Amazon Hot Box,Horror-Action-Drama,en,Work in Progress,0,0,85,Released,2018,An innocent college student must fight for her life inside a jungle prison with an evil wardress who uses voodoo experiments and a torture machine.,1,,
8518,Trouble Is My Business,Adventure-Mystery-Romance-Thriller,en,Lumen Actus-The Orchard-Random Media,250000,679000,116,Released,2018,Private eye Roland Drake cracks cases and romances femme fatales in 1940's Los Angeles while corrupt cop Det Barry Tate rules the city. A tale told in the classic style of film noir. Drake has fallen on hard times in a harsh world. He has been evicted from his office and disgraced by a missing persons case. Ruined in the public eye and with the police. it seems like it's all over for Roland Drake. Then redemption walks in - with curves. The owner of those curves is a sexy dark haired beauty named Katherine Montemar. She wants his help. The chemistry is immediate and her concern for the disappearance of her family members pulls him into her case - and into bed.,1,,
8523,The Perfect Host: A Southern Gothic Tale,Horror-Thriller-Drama,en,Fabled Motion Pictures,107000,0,95,Released,2018,While sorting her dead grandmother's affairs a young woman boards in a southern mansion and soon discovers the matriarch may desire more than just her company.,1,,
8530,Falling for You,TV Movie-Comedy-Romance,en,Two 4 The Money Media,0,0,84,Released,2018,While planning a fundraising event a small New England town’s radio station manager meets her match in a visiting businessman who can’t seem to see beyond the screen of his laptop computer until she ropes him into participating in her bachelor bake-off to help save the station.,1,,
8535,Mary Queen of Scots,Drama-History,en,Focus Features-Working Title Films-Perfect World Pictures,25000000,37807625,124,Released,2018,In 1561 Mary Stuart widow of the King of France returns to Scotland reclaims her rightful throne and menaces the future of Queen Elizabeth I as ruler of England because she has a legitimate claim to the English throne. Betrayals rebellions conspiracies and their own life choices imperil both Queens. They experience the bitter cost of power until their tragic fate is finally fulfilled.,1,62,41
8536,Cold November,Drama-Family-Thriller,en,Mama Bear Studios-Pollywogs Films-Kjax,0,0,92,Released,2018,On the cusp of womanhood 12-year-old Florence goes on her first deer hunt a traditional rite-of- passage in her matriarchal family.,1,100,60
8537,A Daughter's Revenge,Drama-TV Movie,en,Lifetime-Reel One Entertainment-Thrill Films 2-N.B Thrilling Films 8,0,0,85,Released,2018,Elle Spencer has devised a terrifying plan. Soon her friend Anna Bellcroft will be released from jail where she served time for a DUI. Anna has nothing. No family no money no job...BUT Elle is there for her. What Elle does not reveal is that she blames her step-father for her mother's suicide and Anne will become the unsuspecting instrument of her revenge.,1,,
8540,The Wedding Do Over,TV Movie-Romance,en,Larry Levinson Productions,0,0,90,Released,2018,Wedding planner Abby (Nicole Gale Anderson) specializes in fixing weddings that went wrong but when she is forced to work with her ex-fiancé (Parker Young) she soon begins to question whether their relationship was the disaster she remembers.,1,,0
8542,Who's Watching Oliver,Horror-TV Movie,en,Motionpictures,0,0,87,Released,2018,The story of a mentally unstable loner lost in a life forced upon him. By night Oliver aimlessly wanders the streets and bars on what can only be described as a truly shocking and humiliating killing spree. His only savior and possible way out of a life he is desperate to escape comes in the form of the beautiful Sophia with her sweet eccentricity and naivety to the danger she has put herself in.,1,,
8543,The Second,Drama-Thriller,en,Screen Australia-Screen Queensland-Stan Australia-Tangerine Entertainment-Sense & Centsability-Second Films,0,0,94,Released,2018,The persona of a celebrated author is threatened when her best friend and muse reveals the dark secret behind her first novel's provenance igniting an incendiary tale of sex lies and betrayal.,1,63,50
8551,An Evening with Beverly Luff Linn,Comedy-Crime,en,Park Pictures Features-Rook Films-Wigwam Films,0,0,108,Released,2018,"Lulu Danger's unsatisfying marriage takes a turn for the worse when a mysterious man from her past comes to town to perform an event called ""An Evening with Beverly Luff Linn: For One Magical Night Only.""",1,53,49
8554,Ashes in the Snow,Drama-Romance,en,Tauras Films-Sorrento Productions,0,0,99,Released,2018,The coming-of-age tale of 16-year-old Lina Vilkas who is deported to Siberia amid Stalin's reign of terror in the Baltic region during WWII. An aspiring artist she secretly documents her harrowing journey with her drawings.,1,56,82
8555,A Sister's Obsession,Thriller-TV Movie,en,Reel One Entertainment,0,0,89,Released,2018,"Kendra has been given an Educator of the Year award and now must prepare a speech to give at a banquet in her honor. She has the support of her husband (and is trying to start a family with him) and best friend Monica but her life is starting to unravel. Kendra will discover the cause is a long lost twin sister Amber who resents her twin's ""entitled"" position. Kendra must fight her vindictive sister to save her home husband job and finally her life.",1,,
8558,Curse of the Nun,Horror,en,High Octane Pictures,0,0,80,Released,2018,A damaged young woman is looking forward to moving to a beautiful new home but the spirit of a deranged nun wants her to stay right where she is.,1,,15
8560,Homegrown Christmas,Drama-TV Movie-Romance,en,Motion Picture Corporation of America-Emerald Bay Entertainment,0,0,90,Released,2018,After stepping down as CEO of her dream job Maddie heads home for the holidays to gain perspective. She finds herself running into her old high school sweetheart Carter and tensions quickly arise. When forced to put together a Christmas dance for the local high school Carter and Maddie find themselves putting their differences aside and rediscover what made them fall in love all those years ago.,1,,
8563,No Sleep 'Til Christmas,Comedy-Romance-TV Movie,en,Freeform,0,0,85,Released,2018,Lizzie a high-end event planner lies awake nightly while her devoted fiancé Josh rests peacefully. When a sleep-deprived incident causes her to run into Billy a low-key bartender who is just as sleepless and frustrated as she is they discover that they can only fall asleep while next to each other.,1,,
8564,All I Wish,Comedy-Romance,en,MRB Productions-ETA films,0,0,94,Released,2018,A woman struggles to escape the clutches of her overbearing co-dependent mother while gradually falling for a sexy sophisticated attorney.,1,18,45
8567,The Seagull,Drama-Romance-Comedy,en,KGB Media-Mar-Key Pictures,0,1057421,98,Released,2018,At a picturesque lakeside estate a love triangle unfolds between the legendary diva Irina her lover Boris and the ingénue Nina.,1,,33
8568,Krystal,Drama-Comedy,en,Dog Pond Productions-Dorian Media-Pantry Films-Tangerine Pictures-Lionsgate,0,0,90,Released,2018,A young man living a sheltered life develops a crush on a stripper and joins her Alcoholics Anonymous group just so he can be in the same room with her.,1,13,48
8569,Social Animals,Comedy-Romance,en,BondIt-Cranium Entertainment,0,0,90,Released,2018,Determined not to turn into her parents or be drawn into any relationship longer than a one night stand Zoe constantly struggles with her failing business and love life. Then she falls in love for the first time with Paul. But there's one problem: Paul is married.,1,58,42
8576,Furlough,Comedy,en,DeerJen,0,0,84,Released,2018,In between caring for her mother a young woman works part time at a prison. The rookie guard gets a chance to prove her mettle when she's tasked with accompanying a hell-raising inmate on an emergency furlough to visit her dying mother. But things soon spiral out of control sending the pair on a hilarious surprising and ultimately touching road trip.,1,20,32
8578,Christmas in Evergreen: Letters to Santa,Family-Romance-TV Movie,en,Front Street Pictures-Hallmark Media,0,0,90,Released,2018,Lisa's trip home to Evergreen for the holidays finds her shepherding an effort to save the town's beloved general store fulfilling the wishes of a Christmas past and finding a romance full of Christmas magic.,1,,
8579,Silencio,Drama-Mystery-Thriller,en,Barraca,0,0,98,Released,2018,In order to save her son's life Ana embarks on a quest to find a powerful stone from the Zone of Silence in Mexico. Someone finds out the power the stone possesses and believes it is a power worth killing for.,1,,
8581,Madeline's Madeline,Drama,en,Bow + Arrow Entertainment-Forager Film-Parris Pictures,0,185576,94,Released,2018,Madeline has become an integral part of a prestigious physical theater troupe. When the workshop's ambitious director pushes the teenager to weave her rich interior world and troubled history with her mother into their collective art the lines between performance and reality begin to blur. The resulting battle between imagination and appropriation rips out of the rehearsal space and through all three women's lives.,1,,
8583,Along Came the Devil,Thriller-Horror-Drama,en,Gravitas Ventures-DeVan Clan Productions,0,0,89,Released,2018,After a troubled childhood Ashley searches for a connection and unknowingly invites in a demonic force which leaves her loved ones fighting for her soul.,1,38,44
8585,The Fare,Thriller-Mystery-Science Fiction,en,501 Pictures-Public Displays of Affection-Grady Film-Devilworks-Dread,0,0,82,Released,2018,When a charming fare named Penny climbs into his cab Harris a world-weary taxi driver finds himself engaged in the only kind of courtship he can have with a passenger -- one that lasts as long as her trip. That is right up until she disappears from the back seat without a trace. When confusion gives way to reality he resets his meter and is instantaneously transported back to the moment when she climbed into his cab. He and Penny find themselves trapped in an endlessly looping nighttime cab ride with only each other for company and it changes his life forever.,1,100,69
8589,How to Train Your Husband,Romance-Comedy-TV Movie,en,Mapelle Films,0,0,85,Released,2018,A marriage therapist attempts to fix her own marriage by focusing on how to change her husband.,1,,
8590,Hope Springs Eternal,Comedy-Drama,en,Gylden Entertainment,0,0,78,Released,2018,A teen's cancer diagnosis makes her more popular at school so when she goes into remission she decides to conceal the news.,1,,
8591,Urban Country,Comedy-Drama-Family,en,Leverage Films-BIC Media Solutions,0,0,88,Released,2018,A young troubled city girl decides to move to her family owned horse ranch in a small southern town for the summer to care for her dying mother.,1,,
8593,Lizzie,Crime-Drama-Thriller,en,Artina Films-The Solution-Destro Films-Powder Hound Pictures,0,844786,106,Released,2018,Massachusetts 1892. An unmarried woman of 32 and a social outcast Lizzie lives a claustrophobic life under her father's cold and domineering control. When Bridget Sullivan a young maid comes to work for the family Lizzie finds a sympathetic kindred spirit and a secret intimacy soon blossoms into a wicked plan.,1,,7
8595,Harmony,Fantasy-Romance-Thriller-Science Fiction,en,Cowlick Entertainment-Film Grit-Rhythmic Films,0,0,97,Released,2018,Born with an energetic power to absorb fear from others a young woman must find love to balance the fears of her own and fight an ever growing storm of negative energy.,1,,
8598,A Very Nutty Christmas,TV Movie-Family,en,Lifetime,0,0,80,Released,2018,Hard-working bakery owner Kate Holiday has more cookie orders than she has time to fill this holiday season and when her boyfriend suddenly breaks up with her any shred of Christmas joy she was hanging onto immediately disappears. After Kate hangs the last ornament on the tree and goes to bed she awakens the next morning to a little bit of Christmas magic. She gets the surprise of her life when Chip a handsome soldier who may or may not be the Nutcracker Prince from Tchaikovsky’s “The Nutcracker” appears in her living room.,1,,36
8603,Death Kiss,Action-Thriller,en,Millman Productions-iDiC Entertainment-Mosquito Entertainment,0,0,88,Released,2018,A vigilante with a mysterious past becomes a one-man army in a crime-infested town as he takes the law into his own hands at the same time protecting a young mother and her daughter. He sets his sights on a local kingpin setting up an action-packed and fateful confrontation.,1,,
8605,Christmas at Graceland,TV Movie-Family-Romance,en,Team 2 Entertainment-Hallmark Media-Running Pony Productions,0,0,90,Released,2018,Laurel a Chicago-based business executive travels to Memphis to secure one of the city's oldest family-owned banks. While in Memphis Laurel reunites with old flame Clay a local music promoter with loftier aspirations. Though Laurel tries to keep her eye on the prize of the business acquisition Clay is very persuasive reminding her of the days when they were a performing duo on the brink of stardom. Now Laurel's focus turns to the home of the Blues and dreams of making music again.,1,,19
8606,My Secret Valentine,TV Movie-Romance,en,Motion Picture Corporation of America-Hideaway Pictures-Brad Krevoy Television-All Canadian Entertainment,0,0,84,Released,2018,A young woman takes advice from the chalkboard notes that her mysterious house rental tenant leaves when a slick sales rep arrives with plans to buy her family’s prized winery.,1,,25
8617,A Wedding for Christmas,TV Movie-Romance,en,Hybrid,0,0,90,Released,2018,Haley Foster built a big city life in Los Angeles as a top wedding planner at an elite and powerful company run by Ms. Reynolds. When her sister Angela insists on getting married Christmas Day on the tree farm in their old hometown of Truxton Haley is resigned to make her sister’s dreams come true and her parents happy.,1,,
8621,Christmas in Love,Romance-TV Movie-Family-Comedy,en,Motion Picture Corporation of America-Hideaway Pictures-Brad Krevoy Television-HP Christmas Jingle Productions,0,0,90,Released,2018,Ellie Hartman is an aspiring crafter working in her small town’s bakery making famous Christmas Kringles. When the new big-city CEO Nick Carlingson visits the bakery he arrives filled with modernization ideas destined to lay off many employees.,1,,12
8626,My Days of Mercy,Romance-Drama,en,Killer Films-Great Point Media-Lexis Media,0,0,108,Released,2018,The daughter of a man on death row falls in love with a woman on the opposing side of her family's political cause.,1,90,
8627,Rent-an-Elf,Family-TV Movie-Romance,en,The Asylum,0,0,80,Released,2018,Type-A personality Ava owns “Rent-an-Elf” a business in which she sets up a memorable Christmas for busy families. This year she's hired by the newly-single Liam and falls for him and his adorable son Nathan. But just as Ava thinks she’s found her match Liam’s ex-wife returns wanting to patch things up. Even though Ava decides to put Liam and Nathan's happiness above her own she's still determined to give them the best Christmas ever and maybe even hope for a Christmas miracle or two.,1,,
8628,The Nanny,Science Fiction-Thriller-Horror-Fantasy-Mystery,en,Epic Pictures Group-Epic Pictures,0,0,80,Released,2018,Young Noa and Michael are put in the care of their new nanny Leonor who Noa suspects is a malicious supernatural being. Dismissed by those around her Noa works to uncover Leonor's true identity but soon finds herself with far more than she bargained for.,1,,33
8629,One Winter Weekend,Romance-TV Movie,en,Cartel Pictures-Hallmark Media-The Cartel,0,0,84,Released,2018,Cara a women’s magazine writer who gets burned by her boyfriend on New Years’ Eve decides to go on a dating detox. Challenged by her employer to write about it she hopes a spontaneous ski getaway with her best friend will spark inspiration. Complicating matters they discover they’ve double booked their chalet with two eligible men including Ben an entrepreneur. When the share-mates get snowed in Cara and Ben are thrown together.,1,,55
8631,Christmas Break-In,Family-Drama,en,Koan Films-G It's Entertainment,0,0,87,Released,2018,Izzy is an energetic 9-year-old. Overscheduled and running late Izzy's parents can't pick her up on-time the last day of school before Christmas break. A blizzard complicates the matter but not as much as a pair of bad guys who are freezing in an ice cream truck. The school's janitor is kidnapped by the intruders and it's up to Izzy to save the day.,1,,
8632,The Christmas Contract,Romance-TV Movie-Drama-Fantasy,en,Lifetime-Active Entertainment,0,0,88,Released,2018,It’s Jolie’s first time going back home to Louisiana since her devastating break-up with Foster Burke. Seeing him is inevitable as their parents run the town’s annual Christmas Market together but when she discovers Foster is bringing home a new girlfriend Jolie cannot bear the thought of going home alone and seeing them together. Her best friend Naomi suggests that Jolie bring her flaky brother Jack home for Christmas as he has no plans this year. Jolie a professional web designer is hesitant; so Naomi a lawyer creates a Christmas contract to give them both something they want—a buffer for those awkward moments around Jolie’s ex and a website to help sell Jack’s upcoming novel. Unbeknownst to them the Christmas contract proves to be so much more than what they signed up for.,1,,60
8642,Love in Design,Romance-TV Movie-Comedy,en,Cartel Pictures-Hallmark Media-The Cartel,0,0,90,Released,2018,In need of a shakeup on her home-makeover TV show star Hannah is sent to her small New England hometown to renovate the historical Lewisburg Manor. When old flame Jeff is assigned to make sure Hannah's design preserves the historical manor the two must find harmony between the old and the new.,1,,30
8643,The Sweetest Heart,Romance-TV Movie,en,Howard Braunstein Films,0,0,90,Released,2018,High school sweethearts Maddie and Nate reconnect when Nate returns to their hometown to lecture at the hospital. Still hurt from their breakup Maddie tries to avoid him. However they eventually form a friendship and Nate helps her as she secures funding to expand her cupcake shop. Just as Maddie and Nate rekindle their romance Nate learns that a career opportunity awaits him in Boston. Devastated Maddie returns the promise ring he gave her long ago and prepares for the grand reopening of her shop. Nate soon realizes how much he left behind and must decide if his future lies in Boston with work or in his hometown with Maddie.,1,,50
8647,Under the Autumn Moon,Romance-TV Movie,en,Cartel Pictures-Hallmark Media-William F. White International-The Cartel,0,0,84,Released,2018,While visiting a dude ranch that is a potential acquisition for the outdoor adventure company she works for Alex an eager candidate for a big promotion discovers what matters most when she reignites her passion for the great outdoors; and becomes smitten with the ranch’s owner in the process.,1,,29
8649,Small Town Christmas,Drama-Romance-TV Movie,en,Johnson Production Group-Hometown Productions,0,0,84,Released,2018,Author Nell Phillips’ first book has become a surprise best-seller of the Christmas season. Nell’s last stop on a nationwide book tour takes her to the town of Springdale the hometown of Emmett Turner a young man she met over five years ago while both were junior copy editors at a New York publishing company. Nell was hurt when Emmett stood her up for a dinner date and then disappeared from New York without any explanation. As Nell is quick to admit Emmett’s colorful nostalgic anecdotes about Springdale inspired her to write this book that is shaping her life and especially this holiday season.,1,,67
8655,Tonight She Comes,Horror,en,Lamplight Films-Twenty Eighteen Seventy-Six,0,0,84,Released,2018,After a girl goes missing two of her friends and a mysterious set of strangers find themselves drawn to the cabin in the woods where she disappeared. They will laugh they will drink they will kiss they will make love and THEY MUST ALL DIE.,1,,26
