,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
3109,Divine Decision: Double Down,Drama,en,St. Michael Movies,0,0,86,Released,2020,The seven-year-itch hits the marriage of Joe and Emily while Tony's wife Amana is being pursued by her rock star ex-boyfriend who Tony's company manages. Will both their marriages disintegrate when they return to the Marriage Tribunal?,1,,
3111,The Illustrator,Drama,en,Wild Montage,0,0,110,Released,2020,In a post-apocalyptic Miami a young woman clashes with her secretive and enigmatic boss in a divided America where one totalitarian political party reigns.,1,,
3112,A Royal Christmas Engagement,Family-Romance-TV Movie,en,Hybrid,0,0,80,Released,2020,A Manhattan ad agency boss John Holiday entrusts Lauren to deliver the big pre-holiday client pitch but only winds up annoying her when she’s teamed up with a European consultant. To Lauren's surprise this consultant turns out to be the handsome Prince Edward of Candashire masquerading as his consultant pal to escape his royal duties for an incognito American Christmas.,1,,
3113,A Sugar & Spice Holiday,Romance-Comedy-TV Movie,en,Motion Picture Corporation of America-Lighthouse Pictures-Brad Krevoy Television-Shopgirl Productions,0,0,85,Released,2020,The film follows Chinese American Suzie who draws on her family’s cultural traditions to spice up an old-fashioned Christmas baking competition. Suzie a rising young architect returns to her small hometown in Maine for Christmas where her Chinese American family runs the local Lobster Bar. Following the loss of her beloved grandmother who was a renowned baker in their community Suzie is guilted into following in her grandmother’s footsteps bei entering the local gingerbread house competition. Teaming up with an old high school friend Billy who grew up to be catch Suzie must find the right recipes and mix of sugar and spice to win the competition and perhaps find some love in the process.,1,,
3114,The Boy with Moving Image,Drama-Comedy-Mystery,en,Cinemora Pictures-Langikula Pictures,0,0,103,Released,2020,Vaiyang a film director wants to rent a house for making his new movie that owned by a woman named Ning. However the agreement has the condition that he must accompany Ning until her death prediction is coming tomorrow.,1,,
3116,Darkness in Tenement 45,Thriller-Drama-Horror,en,A Flying Woman Productions,0,0,95,Released,2020,"Sixteen-year-old Joanna has been living with her overbearing Aunt Martha in a low-income NYC tenement building ever since a violent outburst left her fighting a feeling she can only describe as the ""darkness."" Little did she know that weeks after moving in a biological threat from the Soviet Union would leave the building boarded up and the tenants locked inside. It's been one month since they were first sequestered. With food dwindling and Martha's controversial role as leader expanding Joanna realizes that she must face both her darkness and her aunt in order to save the tenants. But can she take on the leadership without letting the darkness take over her entirely?",1,,
3120,The Christmas Aunt,TV Movie-Romance,en,Nanny Films,0,0,80,Released,2020,When Rebecca Miller returns home to Tennessee two weeks before Christmas to take care of her niece and nephew while their parents are away the last thing she expected is to reconnect with her childhood best friend Drew. As she attempts to revive the kids’ Christmas spirit and redeem their faith in Santa she rediscovers her favorite childhood activity: 12 Days of Christmas–something she always did with Drew. As the kids’ faith in the holiday grows Rebecca and Drew’s friendship returns and she starts looking at Drew in a whole new light.,1,,
3122,A Feral World,Drama-Horror-Science Fiction,en,Tinyfist Films,0,0,105,Released,2020,An orphaned boy in a post-apocalyptic world meets a grieving woman who is trying to find her lost daughter. Their journey leads them face-to-face with a despot who may have the daughter held captive.,1,,
3123,A Sunburnt Christmas,Comedy-Crime-Family,en,Every Cloud Productions-Highview Productions,0,0,100,Released,2020,A single mother and her kids are doing it tough on their outback farm - until a runaway criminal dressed as Santa Claus crashes into their property and their lives.,1,,92
3128,Royal Opera All-Star Gala,Music,en,BBC,0,0,89,Released,2020,Antonio Pappano conducts a stellar cast of singers in favourite arias duets and choruses from operas by Rossini Donizetti and Puccini along with the thrilling finale of Bizet’s Carmen. Italian baritone Vito Priante offers haircuts as the Barber of Seville and Lisette Oropesa dazzles with her flawless soprano coloratura before being joined by American tenor Charles Castronovo for some heartwarming comedy in Donizetti’s The Elixir of Love. Mezzo-soprano Aigul Akhmetshina starts out as Cinderella celebrating her good fortune and then magically transforms into femme fatale Carmen for the tragic finale of Bizet’s great opera. The drama increases with Kristine Opolais singing the role of doomed diva Tosca with Canadian baritone Gerald Finley joining her for the searing Te Deum from Puccini’s masterpiece. The chorus and orchestra of the Royal Opera House are arrayed throughout the stalls of the fabulous auditorium at Covent Garden to maintain social distancing. Presented by Katie Derham.,1,,
3132,Wreck,Horror,en,Kerchak Films-Evil Pug Productions,0,0,69,Released,2020,While transporting an important package a young woman is involved in a car accident in the middle of nowhere leaving her trapped under the car. She slowly starts to realise that not only are some very bad men tracking her down wanting to retrieve the item she is transporting but something very dangerous is hunting her from deep within the woods.,1,,
3134,Candy Cane Christmas,TV Movie-Romance,en,Reel One Entertainment-Reel One Films 5,0,0,90,Released,2020,Since childhood Candy Cane Lane has been Phoebe's favorite Christmas tradition. This Christmas however the neighborhood decides to skip the decoration crushing Phoebe's spirits. As Phoebe's searching for a new tradition to lift her holiday spirits she realizes that it's not the traditions we cherish but the people we spend them with. As Phoebe is preparing for her new tradition she stumbles upon the final thing her Christmas was missing: love!,1,,14
3136,The Captive Nanny,Thriller-TV Movie-Mystery,en,MarVista Entertainment-Almost Never Films,0,0,84,Released,2020,Chloe (Karynn Moore) is a nanny who desperately wants to adopt but needs to get her life together first. She finds the perfect live-in nanny position with the Brown family - Emily (Austin Highsmith) Michael (Michael Aaron Milligan) and their son - that will help get her life back on track. She quickly learns they're oddly strict about security with coded locks on all doors. Emily explains it's due to her famous musician ex named Baz (Jason Skeen) who stalks her. Horrified Chloe agrees to help Emily and Michael keep their son safe. But when Chloe notices things seem a bit off with the Browns Emily and Michael turn on Chloe and accuse her of being a spy for Baz. They lock her up to force a false confession out of her but Chloe soon learns that it's not Baz that's making bad things happen - it's Emily who is determined to win back Baz by any means necessary.,1,,
3137,Clown Fear,Horror,en,Grindstone Entertainment Group-Lionsgate Home Entertainment-Avail Entertainment-OIC Productions,0,0,109,Released,2020,A runaway bride and her bridesmaids are stranded in a city run by clowns. Everything seemed normal at first but this clown cult has their own set of rules. It's a carnival ride as our girls tries to stay alive to escape Clown City.,1,,
3139,Deadly Daughter Switch,Thriller-TV Movie,en,Reel One Entertainment-Cartel Pictures,0,0,85,Released,2020,When Brooke discovers that her daughter Hailey isn't actually her biological daughter their family is thrown into crisis as they realize Hailey was switched at birth with Brookes biological daughter Breanne.,1,,
3144,Open Secret,Drama,en,Moor Productions,0,0,137,Released,2020,Monife's long kept secret about her child is about to be spilt,1,,
3145,April Flowers,Comedy-Romance,en,Myopia Pictures,0,0,85,Released,2020,After discovering an anonymous journal April begins her quest to return the book all-the-while building a fantasy in her head that may compromise the very real relationships in her life.,1,,91
3146,Cover Me,Drama,en,Argentum Entertainment-Winter State Entertainment,0,0,89,Released,2020,Mia Stone is faced with an eerie supernatural opportunity when a strange encounter with an eccentric man gives her a second chance at saving her company marriage family and future.,1,,
3149,Mo'Nique & Friends: Live from Atlanta,Comedy-TV Movie,en,Showtime Networks,0,0,70,Released,2020,Comedy legend Mo'Nique hosts an amazing night of comedy featuring her friends who also happen to be amazing comedians. Starring Prince T-Dub Just Nesh Tone-X Correy Bell and Donnell Rawlings.,1,,
3151,Day 13,Horror-Thriller,en,Kapow,0,0,91,Released,2020,When 17-year-old Colton is left at home to babysit his little sister for the summer he develops a crush on Heather the beautiful girl who just moved into a mysterious old house across the street. He falls in love with her from afar — but also witnesses her foster father grow increasingly threatening towards her. When Colton suspects the man belongs to a Satanic cult and is preparing to ritually murder her he resorts to desperate measures to intervene and learns that the truth of the situation is more horrifying than anything he had ever imagined...,1,,
3156,Learning to Love Again,Romance-TV Movie,en,Vortex Words Pictures-Vortex Productions,0,0,90,Released,2020,After breaking up with her longtime boyfriend and losing her job Jane reluctantly heads home to the small town she grew up in. But on her way there she stops to help a stranger in need who ends up helping her believe in herself— and love— again.After breaking up with her longtime boyfriend and losing her job Jane reluctantly heads home to the small town she grew up in. But on her way there she stops to help a stranger in need who ends up helping her believe in herself— and love— again.,1,,
3163,The Christmas Yule Blog,TV Movie-Romance,en,Timeless Pictures-Winsome Entertainment,0,0,80,Released,2020,Caroline Williams a well-known social media travel writer is given the assignment to cover a hundred-year-old Christmas parade in the small town of Carte De Amor New Mexico. Not excited about the assignment Caroline goes anyway and meets a high school music teacher Oscar Ortiz who introduces her to a side of Christmas that she has never seen with different traditions and meanings. In the twelve days before Christmas Caroline falls in love with Christmas all over again and finds true love for herself.,1,,
3165,Lowdown Dirty Criminals,Comedy-Crime,en,Lowdown Productions,0,0,86,Released,2020,Freddy and Marvin have their sights set on a future filled with “monies and honeys” believing that a life of crime and debauchery will get them there. Unfortunately living a life of crime comes with consequences. When a series of straightforward jobs are botched they cross paths with their most intimidating enemy yet The Upholsterer. The ensuing chaos caused by her two henchmen Semo and Royon their hunt to find the boys forces them to reconsider their careers as criminals.,1,71,
3170,Alpha Code,Science Fiction,en,Hollywood Media Bridge-Actionhouse Pictures-Alpha Hollywood Studios,0,0,97,Released,2020,Johana a woman with no past is hiding from a UN Agent Bowie a head of secret space program. On her run she meets Martin and with help of Bowie’s ex-colleague Lance they both help Martin to find his half alien daughter. One of the most important parts of the movie is a demonstration of a real meditation which the main protagonist uses to tune in to a higher frequency and enables him to use telepathy and more.,1,,
3172,Stolen Season,Drama,en,Y-US Productions,0,0,98,Released,2020,A therapist spirals into obsession as evidence points that a troubled teen could be her own child surrendered 17 years ago.,1,,
3175,Premature,Drama-Romance,en,Relic Pictures-Astute Films-Mi Alma Films-Slice Entertainment Group,0,0,86,Released,2020,The summer before she leaves for college Ayanna meets handsome and mysterious outsider Isaiah; her entire world is turned upside down as she navigates the demanding terrain of young love against a changing Harlem landscape.,1,,
3180,Intolerance: No More,Drama,en,IndiEye Productions,0,0,80,Released,2020,An African American woman has an encounter with a white police officer that leaves him dead. The world watches a media circus real-time hunt for her and the truth.,1,,
3181,It Hits You When You Know It,Comedy,en,Rent-Free Records,0,0,81,Released,2020,Nicole is a struggling writer who misses her ex boyfriend; Chris is a frustrated studio musician who misses his band; Mary is a married yoga instructor who misses some excitement; they're best friends since high school and they get together to celebrate the wedding of another high school BFFE Julia. Nicole brings some motivational books and a notepad Chris his guitar and a bottle of Jack Mary brings Ted her workaholic husband. It's all fun and games until Adam Nicole's ex arrives with his new girlfriend the exotic young and clever Veronica and the Pandora's box is opened. Now Nicole wants Adam back Chris wants to get drunk and Mary has a confession to make. While everything goes sour their personal dramas must be put on hold when tragedy hits and the wedding is suddenly canceled.,1,,
3187,Infestation,Science Fiction,en,Shooter Productions-Fire Strike,0,0,78,Released,2020,A woman long-fascinated with the idea of extraterrestrial life stumbles across a worldwide phenomenon of alien communication. Her discovery suggests the imminent threat of a deadly invasion designed to infect the unsuspecting population of Earth.,1,,34
3188,Speed of Life,Science Fiction-Drama,en,Womanashil,0,0,76,Released,2020,The film follows a woman who has a chance to reflect on her life when a wormhole opens upon David Bowie’s death.,1,,
3189,Homewrecker,Comedy-Horror,en,Industry Standard Films-An Underground Jamboree,0,0,76,Released,2020,Michelle is an interior designer and newlywed to Robert. Linda lives alone and fills her days with painting and exercise classes. Seeking a new friend Linda coerces the reserved deferential Michelle into visiting her home for a spontaneous interior design consultation. Once inside it quickly becomes clear that Linda has something far more sinister on her mind than throw pillows.,1,,38
3192,Goldie,Drama,en,VICE Media-AgX,0,0,88,Released,2020,Goldie a precocious teenager in a family shelter wages war against the system to keep her sisters together while she pursues her dreams of being a dancer. This is a story about displaced youth ambition and maintaining your spirit in the face of insurmountable obstacles.,1,95,60
3197,Rainfalls,Thriller-Crime,en,BayView Entertainment,0,0,79,Released,2020,Taylor Royce is the strait-laced preacher who is an easy mark for his twin brother's femme-fatale wife Brenda. But she has more than an extra-marital affair on her mind as she manipulates the preacher into stealing money from his church. Events soon spiral out of control as more infidelities are revealed and a random murder spree occurs in the noir-type thriller.,1,,
3204,The Christmas Edition,TV Movie-Romance,en,Hybrid-Wholesome Movies,0,0,80,Released,2020,It’s Christmas time and Jackie an up-and- coming journalist finds that her life is at a crossroads until she finds an unexpected opportunity – to run a small-town newspaper in Alaska. Jackie decides to give it a try and relocates to the small picture-perfect small town. Using a series of Christmas articles she’s able to quickly return the newspaper to profitability and soon falls in love… both with her new home and the handsome son of the paper’s former owner. However when her old boss announces plans to take over the paper for herself Jackie will need a Christmas miracle to save it.,1,,
3212,Christmas in Evergreen: Bells Are Ringing,Romance-TV Movie,en,Front Street Pictures-Hallmark Media,0,0,85,Released,2020,As Michelle’s wedding approaches Hannah steps up to help finish the launch of the new Evergreen museum while questioning her relationship and future with Elliot.,1,,
3213,Jezebel,Drama,en,House of Numa-Salem Street Entertainment-UnLTD Productions,0,0,88,Released,2020,A true story. In the last days of her mother’s life 19-year-old Tiffany crashes with five family members in a Las Vegas studio apartment. In order to make ends meet her sister a phone sex operator introduces her to the world of fetish cam girls.,1,95,83
3214,Discarded Things,Drama,en,Earth Mother Entertainment-Red Heritage Media,0,0,107,Released,2020,When the life of Grace Wyatt an esteemed music professor is disrupted by tragedy she finds herself thrown out of her lavish academic world and into the harsh reality of teaching at-risk youth.,1,,
3215,Saved By Grace,Comedy,en,Maverick Entertainment Group,0,0,70,Released,2020,After being fired from her job Grace Hightower applies for a position to work at the local church. Full of insecurity and self-doubt her faith is tested when the church unexpectedly goes into foreclosure forcing herself to find the courage to save it.,1,,
3219,Dream Round,Comedy-Drama,en,Cactus Blue Entertainment,0,0,90,Released,2020,A golfer develops a bond with a sprightly girl and a down-on-her-luck waitress.,1,,83
3223,A Very Charming Christmas Town,TV Movie-Romance,en,The Ninth House-Nicely Entertainment,0,0,89,Released,2020,Aubrey Lang a travel and lifestyle blogger goes to the little town of Solvang for her next holiday vlog piece after it’s voted Most Christmassy Town in the USA. She soon meets Sawyer Larsen a local community coordinator and chocolate shop owner assigned to show her around the small town. At first the unlikely pairing is at odds but soon start to fall for each other amidst the twinkling lights of the romantic little Danish village.,1,,20
3227,Don't Look Back,Horror-Thriller-Mystery,en,Hood River Entertainment-StoryTeller Media-Setlife Films,0,0,85,Released,2020,When a young woman overcoming her traumatic past is among several witnesses who see a man fatally assaulted and don't intervene they find themselves targeted by someone or something out for revenge.,1,,
3249,Promises to Keep,Drama,en,St. Michael Movies,0,0,94,Released,2020,Jonathan and Evelyn were lovers 30 years ago but have been estranged ever since because Evelyn left the church to marry one of Jonathan's divorced friends and Jonathan has been trying to get her to return to her Catholic faith ever since. Now widowed they're forced to face their past when their children fall in love.,1,,
3251,There Are No False Undertakings,Comedy,en,La Distributrice de films,0,0,109,Released,2020,Fiction bleeds into reality. Women declare themselves pregnant with the letter E! Denzel Washington plays himself in a popular sitcom. Chaos reigns and cops crave poetry. Mélusine Catafor abandons her identity in the city of Three-Rivers to seek a new one in Montreal where she hopes to learn English and where her best friend Marie-Cobra Tremblay strives to birth an Odyssey. Rosaire a melancholic pastor organizes a major conference on Impossible Loves. Also you'll meet La Renarde who hides a hole-punch in her coat. You'll learn the hole-punch is a formidable weapon used to pierce the ears of alley cats. As you can imagine it's a comedy.,1,,
3256,Relentless,Thriller,en,Deodand Entertainment-Mogo Media,0,0,73,Released,2020,Jen is living alone in a half-empty house struggling with depression and how to deal with the hand life has dealt her. A freak accident has her locked in the basement as a major thunderstorm begins flooding the house.,1,50,33
3257,Her Deadly Groom,TV Movie-Thriller,en,Mutiny Films,0,0,93,Released,2020,Recent divorcee Alison is nervous about jumping back into the dating pool.  When her best friend sets her up on a dating site Alison is matched with Vincent a mysterious man who appears to be too good to be true…because he is.  Will Alison uncover the truth about Vincent’s motives before it’s too late?,1,,
3258,Spider Moth Butterfly,Drama,en,Moonbunny Pictures,0,0,77,Released,2020,A circus under the iron rule of an unreasonable leader enthusiastically and unblinkingly followed and one member whose faith in the circus their craft and their leader--her raison d’être--all begin to fray,1,,
3265,Space & Time,Comedy-Drama-Romance,en,Head On Pictures Inc.-MacLaren Productions Inc.,0,0,89,Released,2020,As they quickly approach their thirtieth birthdays academic physicist Siobhan and her photographer boyfriend Sean realize they failed to answer key questions about themselves and their relationship. Their devotion to each other is further tested when Siobhan decides to chase a research opportunity that would move them to Geneva. Realizing their lives are moving forward in opposite directions the couple is forced to break-up in order to rediscover themselves.,1,,
3270,Queen Esther,Family-History,en,Sight & Sound Theatres-Virgil Films & Entertainment-Virgil Films,0,0,130,Released,2020,Set in the opulent yet perilous Persian Empire QUEEN ESTHER is a captivating tale of beauty and bravery. Esther’s ordinary life changed forever when she was taken through the palace doors entering a new world of royalty and risk. With a crown on her head and a secret in her heart can she find the courage to trust in God’s plan and believe that she was made for such a time as this?  Experience one of the most riveting Bible stories of the Old Testament as it comes to life with magnificent sets special effects and live animals in this brand-new original stage production!,1,,
3274,Lady Buckit & the Motley Mopsters,Adventure-Animation-Family-Fantasy,en,Hot Ticket Productions,0,0,80,Released,2020,A precocious self absorbed little girl finds herself in wildly unfamiliar territory. There she encounters a band of highly unusual characters who change the course of her destiny.,1,,
3277,A Predator's Obsession,Thriller-TV Movie,en,Lifetime-Johnson Production Group-Synthetic Cinema International,0,0,88,Released,2020,On an idyllic day at the beach Alison and her younger brother Kevin are saved from a vicious shark attack by the brooding and mysterious Daniel. Welcomed into their home Alison soon discovers that her mysterious savior and protector has a dark and disturbing past.,1,,
3279,I Blame Society,Comedy-Horror,en,Nowhere Production,0,0,84,Released,2020,A struggling filmmaker senses her peers are losing faith in her ability to succeed so she decides to prove herself by finishing her last abandoned film and committing the perfect murder.,1,90,
3280,Shangela Is Shook,Comedy,en,Halleloo Inc.,0,0,69,Released,2020,American drag queen and reality star Shangela (real name DJ Pierce) is bringing her larger-than-life personality to this one-night-only show. You won't want to miss her over-the-top costumes and on-point shade giving you ALL the exclusive never-before-told spill all tea from Shangela's experience filming RuPaul's Drag Race All Stars 3.,1,,
3287,Christmas Ever After,Romance-TV Movie,en,MarVista Entertainment-Neshama Entertainment-Vroom Productions,0,0,80,Released,2020,Popular romance novelist Izzi Simmons spends every Christmas at her favorite snowy bed & breakfast but this year she's faced with an impending deadline and a severe case of writer's block. Luckily inspiration strikes in the unlikely form of the B&B's new owner Matt who bears an uncanny resemblance to the handsome hero from Izzi's novels. As both partake in the lodge's annual itinerary of Christmas activities Izzi's writer's block is cured and the first pages of her and Matt's own love story may just be beginning.,1,,
3294,Rose Matafeo: Horndog,Comedy,en,Avalon Television,0,0,60,Released,2020,Rose Matafeo has kissed nearly 10 men in her life AKA she’s a total horndog. But what is horniness? Is it that intangible essence of excitement and adventure that has inspired humankind since the dawn of time? An understanding of the overwhelming power of love as the key to true personal flourishing? Or is it simply wanting to bone everyone all the time? Recorded at The Ambassadors Theatre London.,1,,
3295,Apr-20,Comedy,en,Bold Soul Studios-Film Shop Entertainment,0,0,89,Released,2020,As 4/20 begins a dispensary owner launches into a day of haphazard activities he hopes will spark new business and keep his struggling store afloat. His biggest threat is a wide-eyed drug dealer hoping to reclaim the local cannabis business. Meanwhile a trio of soon-to-be high school graduates try to scheme their way in to buy enough weed to properly toast their long-lasting friendship. And as two potential lovers struggle to align their views on pot an elderly woman strikes up an odd friendship with a young immigrant with a secret. All the while an edibles chef strives to impress her disapproving family with her burgeoning food truck. On this glorious holiday people across life's spectrum will find they have more in common than just a love of herb.,1,,
3300,Perfect 10,Drama,en,BBC Film-BFI-Creative England,0,0,84,Released,2020,14-year-old Leigh lives with her neglectful father on the outskirts of Brighton. She’s a talented gymnast training hard for her first competition. When an older half-brother appears at her house one night Leigh’s lonely existence is altered.,1,,
3302,Puppet,Drama-Comedy,en,Levett Brothers-Tribeca Journal,0,0,87,Released,2020,A young artist has a tragic accident but lives one dreamy last day visiting all the people in her life in New York City.,1,,
3304,"Love, Repeat",Romance-Comedy,en,Freestyle Digital Media-Warwick Films,0,0,77,Released,2020,James is still in love with his ex-wife Barbara and has one last chance to win her back. While his friends and parents try to help they're dealing with their own complicated love lives. But in a crazy world love is the only thing that makes sense.,1,,
3306,Pulk,Drama-Mystery-Crime,en,stutterFILMS-Mulligan Pictures,0,0,86,Released,2020,A sensational crime story is at the centre of three disconnected narratives: a self-destructive driver a violent family of three and the relationship between a quiet warehouse worker and her boss.,1,,
3312,Jebat,Drama-Action,en,Pena Creative Pictures Sdn Bhd,0,0,83,Released,2020,Jebat (Sharnaaz Ahmad) is a former gangster leader who migrated and wants to start a new life as a fish farmer. Hannah Mastura (Nelydia Senrose) is a beautiful smart and rich girl who keeps her feelings for Jebat after seeing the man's calm diligent and kind heart.,1,,
3317,My Gift: A Christmas Special From Carrie Underwood,Music,en,Playtone,0,0,54,Released,2020,Underwood performs a combination of beloved traditional favorites celebrating the joy and hopefulness of the holiday as well as new original material from her first ever full-length Christmas album My Gift which was released fall 2020. She is accompanied by her band as well as a live orchestra and choir conducted by Emmy Award-winning musical director Rickey Minor.,1,,
3318,Christmas on Wheels,TV Movie-Romance,en,Johnson Production Group,0,0,80,Released,2020,Upon learning that her uncle sold her Mom's vintage convertible -- a car full of Christmas memories -- Ashley enlists the help of her uncle's attorney Duncan to get it back.,1,,
3321,Why We Breathe,Drama,en,A Walk in the Parks Productions-VCE Productions,0,0,90,Released,2020,A singer-songwriter and her daughter flee the bright lights of Music City USA for small-town Nolensville Tennessee. But despite the warm welcome of an elderly uncle his church family and the townsfolk her violent past eventually comes to find her. Will she play the right notes this time?,1,,
3322,Built to Kill,Horror,en,Citizen 11 Entertainment,0,0,82,Released,2020,Built to Kill is an edgy hyper-stylish horror anthology about people pushed pulled and driven to kill. An abused wife tends to the post-robbery wounds of her criminal ex-husband when they are visited by a mysterious - and malevolent - preacher. A teenage girl lost in life finds belonging in a cult that brings out her darkest side. A man trapped in a deadly loop must lure another victim to buy his freedom. Two sisters must find a way forward and an unspeakable act is the only way to rid them of their abusive father. And a young woman buys her way with flesh and blood into a secret society.,1,,
3326,Walk Away,Horror,en,454 Productions-Inanimate,0,0,91,Released,2020,Walk away if you can! What would you do if you had an endless vacation? Samantha and her friends are about to find out when they arrive at a cabin that won't let them leave. Every time they walk away they appear back inside. What starts as a strange problem turns deadly as they learn the true meaning of a permanent vacation... How long can they stand living in a tiny cabin with each other?,1,,
3330,The Phantom Lake Kids in the Unseen Invasion,Science Fiction-Family,en,All For George Productions,0,0,64,Released,2020,Stuck in their house during a government-mandated worldwide quarantine the Phantom Lake Kids (Danny Johnson his sisters Alice and Evelyn and their wacky friends Butch Chip and Billy Blue) are shocked when most of the gang inexplicably disappears in a flash of light-then reappears moments later. When Alice doesn't return the rest must meticulously (and hilariously) unravel the mystery behind her disappearance and the invisible forces behind it. Could it be...aliens?,1,,
3331,Skinned,Thriller,en,Cobra Productions,0,0,98,Released,2020,Eva is an undercover cop with the reputation of going too far to solve a case. On the hunt for a serial killer who tattoos and skins his victims she meets Nathan and starts to get close to him. Little does she know that Nathan is the serial killer she is hunting and getting close to him could result in her losing her life in ways more terrifying than she could imagine. 'Killer Tattooist' is an edge-of-the-seat thriller that will chill you to the bone.,1,,
3335,Goblin,Horror,en,Sam-Sapien,0,0,72,Released,2020,A young woman fights to protect her son from her abusive new husband and a ferocious creature lurking in the shadows.,1,,50
3343,Love on the Rise,Romance-TV Movie,en,MarVista Entertainment-G It's Entertainment,0,0,86,Released,2020,Victoria Worthington is a talented cake decorator who watches life from the sidelines as she delivers her fancy cakes to weddings galas and fabulous parties while she goes home exhausted. While delivering one of her cakes she mistaken a wealthy sought-after bachelor Jacob Adams III for a waiter who is working at the wedding. Victoria gets her mystery man who goes by the name of Jake to help her deliver the cake. They seem to have a special connection and fate steps in when they later reconnect at a coffee shop. He ends up following her to a protest at Adams Development  who is planning on tearing down her beloved bakery but she has no clue that Jake is one of the Adams in Adams Development. Victoria is falling in love but will their love survive when she discovers that he is Jacob Adams III and will her business survive?,1,,
3356,Kidnapped By a Classmate,Thriller-TV Movie,en,Cartel Pictures,0,0,87,Released,2020,Shortly after her family moves to a new town a teenage girl vanishes. Her mother takes it upon herself to search for her daughter which puts her on a collision course with a deadly kidnapper.,1,,
3360,Hope Ranch,Family,en,Plus Entertainment (+Entertainment),0,0,81,Released,2020,With the impending foreclose of the family Ranch Rebecca struggles with her rebellious daughter Grace who is still not over the death of her father Mike.,1,,
3365,Undertow,Drama-Thriller,en,Emerald Productions-MIFF Premiere Fund,0,0,90,Released,2020,A photojournalist grieving the loss of her stillborn child is drawn into an obsessive relationship with a pregnant teenager.,1,54,61
3370,Wolfwood,Horror-Science Fiction,en,Turnshoe Productions,0,0,73,Released,2020,Haunted by her childhood trauma Ferrall hid memories of that terrifying Wolfwood night and her father's death even from herself. Now she has discovered a pattern of evil stalking Wolfwood and to face her guilt she will now take her revenge.,1,,
3380,A Crafty Christmas Romance,Romance-TV Movie,en,Candlelight Media Group-Silver Peak Productions-SunWorld Pictures,0,0,80,Released,2020,Mandy the owner of a craft and hobby store discovers an old copy of “A Christmas Carol” among donations for a book drive. In the book is a letter to Santa from 70 years ago along with a valuable coin. Mandy sets out to find the owner of the book letter and coin with the help of Jonah a contractor who first came upon and donated the book. Along the way they find clues that lead them closer to the author and to each other but can Mandy return everything to the book owner in time for Christmas and make her own Christmas wish come true?,1,,
3382,A Christmas Exchange,Romance-TV Movie,en,Brain Power Studio,0,0,80,Released,2020,The holiday season has started and Molly Cooper is looking for joy. Finally living her childhood dream Molly swaps her quaint farmhouse for London Financier Patrick Kingston’s posh apartment. Through the ups and downs of her new life in London and searching for romance Molly begins to look forward to all communication with Patrick. Likewise Patrick finds Molly’s warm emails and texts charming and compelling. Sparks fly between them as they get to know each other as they live in each other’s spaces.,1,,
3383,JL Family Ranch: The Wedding Gift,TV Movie-Family,en,Haunted Doll Company,0,0,85,Released,2020,When Henry proposes it looks like Rebecca will get her fairytale ending until her daughter invites a visitor from her past to the ranch that will change the Petersons and Landsburgs forever.,1,,
3385,Killer Competition,Thriller-TV Movie,en,MarVista Entertainment-Dawn's Light-BondIt Media Capital,0,0,89,Released,2020,By her friend Sarah's suggestion high school senior Nicole manipulates test scores to be the valedictorian but becomes the prime suspect for a series of top-ranked students' murders.,1,,
3389,Cry Havoc,Horror-Action,en,iDiC Entertainment-Top Dollar Films-The Darkest Machines,0,0,85,Released,2020,An ambitious young reporter is granted an interview with one of the FBI's most wanted. While entering his compound she finds one of his prized possessions a serial killer who murders at call called HAVOC. Her only hope is a rogue police man searching for his daughter.,1,,
3391,Gina Brillon: The Floor Is Lava,Comedy,en,Amazon Studios,0,0,60,Released,2020,Gina Brillon has always had a unique approach to life’s ups and downs; handling them with a humor and sass that comes naturally to the Bronx born Latina. In her third stand up special Brillon holds no punches when discussing her childhood culture and the transition from single to married life with her Midwestern husband.,1,,
3394,Killing Eleanor,Comedy-Drama,en,Let's Try One-Chicago Media Angels,0,0,107,Released,2020,A terminally ill old lady who wants to die on her own terms convinces a self-destructive addict to help kill her in exchange for clean urine.,1,,100
3396,Who Is Killing the Cheerleaders?,Thriller-TV Movie-Crime-Horror,en,Lifetime-Reel One Entertainment,0,0,86,Released,2020,Ellie a former cheerleader returns to her high school as a teacher ten years after she was nearly killed in a series of brutal slayings on the squad. When the attacks start up again shortly after her arrival she must find the killer before they get to her first.,1,,
3401,Skullz,Horror-Adventure-Fantasy,en,TF 1 Film Productions,0,0,86,Released,2020,On a school trip at the local museum class troublemaker Scott Collins experiences a bizarre psychic connection with one of its artifacts – a skull. The creepy skull allows him to for-see his grandmother’s death. Of course nobody believes him passing it off as one of his usual tales. But after gran dies suddenly his younger sister Trish for whom he shares a mutual contempt is stunned to learn that her brother’s premonition was true. With both parents out of work and their house on the verge of foreclosure Scott still affected by the powers of the skull convinces his family to accept employment as caretakers for a large Victorian house in the countryside. When they arrive they meet the owner Trelawney a seemingly normal man with one exception – he has the ability to speak to Scott telepathically. Scott soon discovers that the cursed skull holds the key to both of their futures.,1,,
3402,I Scream on the Beach!,Horror-Comedy,en,Tis Films Limited,0,0,87,Released,2020,In the small seaside town of Mellow Coast Emily (Hannah Paterson) is trying to discover what has happened to her father but as she searches for answers her friends start getting picked off one-by-one by an unknown killer.,1,,
